event_id,weeks,req_room_type,size,L_slots,assigned_day,assigned_start_hour,room_id,room_campus
E:VJYIH9ACTM_1,"33, 34, 35, 36, 37, 38",General Teaching,20,3,Monday,15,,
E:6SKKE8T6GX_1,"10, 12, 14, 16, 18",General Teaching,20,1,Thursday,12,,
E:7EWWVBE57F_1,"33, 34, 35",General Teaching,4,3,Friday,15,,
E:J3X7ATTMIT_1,"11, 12, 13, 16, 17, 18",General Teaching,20,1,Friday,12,,
E:SVON86L52D_1,32,General Teaching,62,1,Friday,15,,
E:SPX9SA2LK4-00001_1,"35, 36, 37, 38",No room required,79,1,Monday,9,,
E:XGM8QCZ67U_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Thursday,13,,
E:UOH1PRPEZM_1,"10, 11, 12, 14, 16, 18",General Teaching,20,1,Thursday,15,,
E:EV7K6DD4MU_1,"28, 29, 30",Meeting Room,12,2,Tuesday,16,,
E:9TGOUK96MO_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Monday,11,,
E:RAIEBJ57TN_1,"9, 10, 11, 12, 13, 14, 15, 16, 17",General Teaching,420,2,Monday,10,,
E:GRXF5HRHZX_1,32,General Teaching,24,2,Friday,14,,
E:S5TVSAIWWC_1,"11, 12, 13, 16, 17, 18",General Teaching,20,1,Monday,17,,
E:M7QYJB7DL4_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,25,1,Monday,10,,
E:Y3ZLL58FWI_1,"28, 29, 30, 34, 35, 36",General Teaching,20,1,Wednesday,16,,
E:X45CVH1DNG_1,"11, 12",General Teaching,20,1,Monday,13,,
E:87KEZZSBBV_1,32,General Teaching,24,2,Wednesday,12,,
E:J3GBE64GIF_1,"11, 12",General Teaching,20,1,Wednesday,10,,
E:DOKS4M3EVI_1,"9, 10, 11, 12, 13, 14, 16, 17, 18",General Teaching,91,2,Thursday,16,,
E:K1PO9FNSOA_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,30,2,Wednesday,14,,
E:UWS5OED4J8_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,100,1,Friday,15,,
E:82DZO9UYGF_1,"27, 28, 30, 34, 35, 36",General Teaching,20,1,Wednesday,13,,
E:P75IMYKYVL_1,"11, 12, 13, 14, 15, 16, 17, 18",General Teaching,20,1,Monday,15,,
E:R875AN6XSC_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,20,1,Wednesday,11,,
E:WLXMSORT7Q_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Monday,13,,
E:ZZDDRD8VFG-00002_1,32,General Teaching,0,6,Wednesday,10,,
E:R1AF17GEH5_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Wednesday,17,,
E:SDWDVTDWT4_1,32,General Teaching,24,2,Tuesday,9,,
E:YHOFP6CV3C_1,32,No room required,24,2,Monday,9,,
E:KORJRG9HVA_1,32,Laboratory,10,2,Tuesday,14,,
E:KSKSA15QBI_1,"28, 29, 30",General Teaching,50,2,Tuesday,12,,
E:AJIACD81TR_1,32,Laboratory,15,3,Friday,11,,
E:MZ9DAR4J4B_1,"26, 27, 28, 29",General Teaching,80,2,Thursday,12,,
E:RDXHL9TY5K_1,"11, 12, 13, 16, 17, 18",General Teaching,20,1,Wednesday,16,,
E:C693CIRYGH_1,32,Computer Laboratory,9,1,Tuesday,11,,
E:PRKHT15R7B_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Tuesday,17,,
E:ARPB6N8GT4_1,32,General Teaching,16,2,Friday,13,,
E:5OZRBGKNL3_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,30,2,Wednesday,14,,
E:JTTO4E3AYL_1,"33, 34, 35, 36, 37",General Teaching,20,3,Thursday,15,,
E:F2BUB1F5NB_1,32,Laboratory,10,2,Friday,12,,
E:VPDRRLJBEU_1,32,Laboratory,10,2,Friday,9,,
E:A1XE7TRD45_1,32,Laboratory,6,2,Tuesday,11,,
E:MLD2E77SQF_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Monday,17,,
E:C8UEVDJTMG_1,"28, 29, 30, 31",General Teaching,14,2,Wednesday,15,,
E:BNK51YCSIO_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Wednesday,10,,
E:XV9SOOC9AD_1,"26, 27, 28, 29, 30",General Teaching,85,2,Friday,16,,
E:2VZ8MSONAH_1,"10, 12, 15, 16, 17, 18",General Teaching,20,1,Thursday,17,,
E:SOYWWQWPBH_1,"27, 29, 32, 34, 36",General Teaching,20,1,Friday,16,,
E:PUDASTQELB_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,60,2,Friday,11,,
E:U1IYSHH4CC_1,32,Laboratory,6,2,Thursday,12,,
E:AJIACD81TR-00001_1,32,Laboratory,15,3,Tuesday,15,,
E:D49C99756G_1,32,Computer Laboratory,60,2,Thursday,12,,
E:P131G5KISU_1,"28, 29, 30, 31",Teaching Studio,16,2,Monday,11,,
E:A2SUPRS86W_1,32,General Teaching,16,2,Wednesday,11,,
E:XAV9AVEYKV_1,32,Laboratory,10,2,Friday,11,,
E:AU6LJSUH13_1,"27, 28, 29, 30",General Teaching,24,2,Thursday,9,,
E:4GQUCKV8CL_1,32,Laboratory,6,2,Monday,15,,
E:CQ4A2FH4B4_1,32,General Teaching,84,1,Tuesday,14,,
E:GTLJ9VAKC4_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Friday,14,,
E:75M8H1XWDY_1,"34, 36, 37, 38",General Teaching,20,1,Thursday,13,,
E:U7TLFXJIPT_1,32,Laboratory,20,3,Friday,11,,
E:NQ74I6IJQB_1,32,General Teaching,16,2,Tuesday,11,,
E:ZQXRS2IRUF-00001_1,32,Laboratory,6,3,Monday,14,,
E:LY1QVUOZC3_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",No room required,35,2,Monday,9,,
E:CF6S2712NN_1,"10, 12, 15, 16, 17, 18",General Teaching,20,1,Friday,17,,
E:N7HMDYF437_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Thursday,16,,
E:6N164TE9C9_1,32,Laboratory,20,5,Thursday,9,,
E:IIP9G896JN_1,32,Laboratory,10,2,Friday,9,,
E:87K7ZR5NGC_1,32,Laboratory,12,4,Thursday,9,,
E:MY7DM4CUDG_1,"12, 13, 14, 15, 16, 17, 18, 19",General Teaching,40,3,Tuesday,13,,
E:KSZY4SEWX4_1,"11, 12, 13, 16, 17, 18",General Teaching,20,1,Friday,10,,
E:3UCZLLB7RL_1,32,Laboratory,20,3,Tuesday,12,,
E:DNEMEI85IG_1,"32, 33, 34, 35, 36",General Teaching,65,2,Friday,15,,
E:WHMABS6NRT_1,"11, 12",General Teaching,20,1,Thursday,16,,
E:VH19P8PT73_1,32,Laboratory,15,3,Thursday,14,,
E:Y6F4OJ3HZB-00002_1,32,General Teaching,410,2,Monday,11,,
E:K5P3AMF58S_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,25,1,Tuesday,17,,
E:KH8M4WDQPM_1,"11, 12",General Teaching,20,1,Tuesday,13,,
E:RFQ1W4D16W_1,32,Laboratory,6,2,Wednesday,11,,
E:Q43TT3NN9K-00001_1,32,General Teaching,31,2,Wednesday,13,,
E:YAX64K8Q5D_1,"28, 29, 30, 31",General Teaching,14,2,Thursday,9,,
E:FPJI6P41T4_1,"9, 10",General Teaching,80,3,Friday,10,,
E:WMCBFAKIPR_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,20,1,Friday,14,,
E:SRMEYRYY1N_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Thursday,17,,
E:C4J1JTGGJU_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,10,1,Monday,14,,
E:AYEWES4TWM_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Monday,15,,
E:1GO7WBFG8M-00001_1,32,Laboratory,8,4,Wednesday,10,,
E:TJLTYFGU2A_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Friday,16,,
E:MGT5S66DZU_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",No room required,20,1,Monday,9,,
E:JGD1JXFJQK_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Tuesday,11,,
E:YR5KCHUTOB_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Tuesday,16,,
E:JFL5A87K7O_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Thursday,15,,
E:V9DS74M76N_1,"11, 12",General Teaching,20,1,Friday,11,,
E:H3ENFCWEZD_1,32,Laboratory,10,2,Thursday,14,,
E:1GO7WBFG8M_1,32,Laboratory,8,3,Tuesday,13,,
E:B4FZCWG9FJ_1,"28, 30, 32, 34, 35, 36",General Teaching,20,1,Tuesday,13,,
E:XEOU4X4XS8_1,"27, 28, 30",General Teaching,20,1,Wednesday,14,,
E:VH19P8PT73-00001_1,32,Laboratory,15,3,Friday,15,,
E:ZFH8FXHCG4_1,"12, 13, 14",General Teaching,12,2,Wednesday,16,,
E:OVPX76IFCR_1,32,Laboratory,12,4,Friday,14,,
E:KQBFBWQY1F_1,"28, 29, 30, 31",General Teaching,14,2,Thursday,9,,
E:316UA5DOA9_1,32,General Teaching,63,1,Thursday,12,,
E:5PCCDCWN9M_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,60,1,Friday,11,,
E:6BQ43S3LG3_1,"28, 29, 30, 31",General Teaching,16,2,Tuesday,15,,
E:GBENA7PJOT_1,"28, 29, 30, 31",General Teaching,14,2,Wednesday,16,,
E:DGAP5AJPXT_1,"25, 26, 27, 28, 29",General Teaching,80,1,Friday,17,,
E:IZQN9IRBLN_1,32,Laboratory,6,2,Tuesday,12,,
E:LKRVW9LT62_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Tuesday,17,,
E:XE716HIKAE_1,32,General Teaching,16,2,Monday,16,,
E:QS4WIS1ODA_1,32,Laboratory,8,3,Tuesday,15,,
E:8SAX8ITL54_1,32,Laboratory,10,2,Friday,11,,
E:5APOCQYBLW_1,"11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Wednesday,9,,
E:CHOYT4H6WR_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Tuesday,11,,
E:27FQKB8MMD-00001_1,32,Laboratory,6,3,Friday,13,,
E:L6HML3Z4MM_1,32,General Teaching,20,2,Thursday,10,,
E:UE5ADC43B8_1,"27, 28, 29, 30, 33, 34, 35, 36",General Teaching,25,1,Friday,11,,
E:M8N34TJYJ5_1,"11, 12",General Teaching,20,1,Wednesday,11,,
E:TTXW96OLTT_1,"28, 29, 30, 31, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Friday,13,,
E:FD693TU87V_1,"11, 12",General Teaching,20,1,Wednesday,15,,
E:8N3UZMDT1Z_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,160,2,Wednesday,9,,
E:JCDS4HKC3T_1,"28, 29, 30, 32, 33, 34",General Teaching,20,1,Wednesday,9,,
E:MDX31JTSUT_1,32,Laboratory,6,2,Thursday,11,,
E:HNHFT3JCGL_1,"27, 28, 30, 34, 35, 36",General Teaching,20,1,Tuesday,13,,
E:1TKSQ4VPNF_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",No room required,35,2,Monday,9,,
E:WAC696CU28_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,20,1,Tuesday,11,,
E:F73573TO2F_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Friday,15,,
E:OIAWQNUPSN_1,"27, 28, 30, 34, 35, 36",General Teaching,20,1,Thursday,16,,
E:4A5YX7LTNQ_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,20,1,Thursday,13,,
E:UOEZHYQT4R_1,"29, 34",General Teaching,300,2,Monday,9,,
E:ZY2B8PEDX9_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Monday,16,,
E:SFW9KHUF1U_1,"28, 29, 30, 31",General Teaching,14,2,Monday,13,,
E:JEOMQOVQ5C_1,32,General Teaching,12,1,Monday,16,,
E:3G5A7UVPBI_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Monday,13,,
E:5PWFRLAIJL_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Thursday,17,,
E:HW5NVW6EXB_1,"27, 28, 29, 30",General Teaching,24,2,Tuesday,16,,
E:NEKJ5JXT7T_1,32,General Teaching,25,3,Thursday,12,,
E:TJLSLNNY6C_1,"25, 26, 27, 28, 29",General Teaching,80,2,Tuesday,9,,
E:GL91MUD2LU_1,"28, 30",General Teaching,20,1,Thursday,17,,
E:459FP7HR9A_1,32,General Teaching,12,1,Tuesday,11,,
E:WJP7QFBZ4F_1,32,General Teaching,25,3,Wednesday,13,,
E:FOV9EO2YLK_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,25,1,Wednesday,12,,
E:VHRAGPCZGZ_1,32,General Teaching,12,1,Thursday,11,,
E:8U6NV6P2AP_1,32,General Teaching,25,3,Monday,15,,
E:I145QWOV5Q_1,32,Computer Laboratory,65,3,Tuesday,15,,
E:B8O61JHZAI_1,32,General Teaching,12,1,Wednesday,14,,
E:F542S2LHBF_1,32,General Teaching,12,1,Monday,17,,
E:2P2K3INEHR_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Tuesday,12,,
E:YUJ68LANB8_1,32,General Teaching,45,4,Friday,11,,
E:YDW9CBX6LM_1,"29, 30",General Teaching,15,1,Thursday,9,,
E:BKB77FN2XW_1,"28, 29, 30, 31",General Teaching,16,2,Wednesday,12,,
E:FAS29Y9MRI_1,32,Computer Laboratory,65,3,Thursday,10,,
E:AIVLN4ZENZ_1,32,General Teaching,12,1,Friday,17,,
E:4S433FGC3Y_1,"12, 13, 14, 15, 16, 17, 18, 19",General Teaching,40,3,Thursday,10,,
E:WVVQF6IGH6_1,32,General Teaching,25,3,Tuesday,14,,
E:XUWRRCNCR3_1,"32, 33, 34, 35, 36",General Teaching,60,2,Monday,11,,
E:3CD9PUMVI7_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,60,2,Thursday,10,,
E:7OVBLOAW57_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Monday,16,,
E:NCI84WNW7K-00001_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",No room required,30,2,Monday,9,,
E:K4YPW4OBYO_1,"27, 28, 29, 30",General Teaching,24,2,Tuesday,9,,
E:EYQLE1VFT4_1,"11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,80,2,Wednesday,15,,
E:FGQHAFI6F6-00002_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,460,1,Friday,10,,
E:RG97AKZQ4J_1,"33, 35, 36",No room required,40,3,Monday,9,,
E:6JGZ8YDE58_1,"10, 11, 12",General Teaching,50,2,Friday,10,,
E:24CLS3VTM2_1,32,General Teaching,12,1,Thursday,13,,
E:8EME22JA8W_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,25,1,Monday,17,,
E:MM5CXYNGKF_1,"10, 12, 14, 16, 18",General Teaching,20,1,Thursday,14,,
E:F71759YC9W_1,32,General Teaching,12,1,Wednesday,14,,
E:E4XFHKXWPP_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Thursday,9,,
E:EI6KFOGKSO_1,32,General Teaching,30,3,Monday,15,,
E:S3TG3CWLRY_1,"36, 37, 38",General Teaching,20,2,Monday,10,,
E:S87GC5RBQW_1,32,General Teaching,9,2,Friday,15,,
E:T55NS8FLFY_1,"9, 10, 11, 12, 13, 14, 15, 16, 17",General Teaching,400,2,Monday,12,,
E:SHP6LDYYZA_1,"12, 14, 15, 16, 17, 18, 19",General Teaching,20,1,Friday,13,,
E:QCF6CBAO6S_1,"28, 29, 30, 32, 33, 34",General Teaching,20,1,Tuesday,15,,
E:M7YW7DESJ7_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,20,1,Thursday,9,,
E:N57B8JO7GO_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",Teaching Studio,96,1,Tuesday,9,,
E:ZJY54QOT6S_1,32,Teaching Studio,52,8,Friday,10,,
E:LBV1YVFCY4_1,32,General Teaching,52,8,Thursday,10,,
E:A3UY8D3559-2_1,32,General Teaching,55,3,Monday,10,,
E:BH58CJ1QS2_1,"11, 12",General Teaching,20,1,Tuesday,11,,
E:N8OY623S58_1,32,Meeting Room,10,2,Monday,10,,
E:8DJC3SVSXP_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,80,2,Friday,9,,
E:P9N1I9C8OT_1,"11, 12, 13, 14",General Teaching,12,2,Monday,10,,
E:2NYS3Y3JA8_1,"9, 10, 11, 12, 13, 14, 16, 17, 18",General Teaching,80,2,Friday,12,,
E:5RW74CLE5P_1,32,General Teaching,45,8,Tuesday,9,,
E:HX5FEFLCVS_1,32,General Teaching,52,8,Friday,10,,
E:XXRZRLIHL3_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,100,1,Wednesday,14,,
E:L1VS8S6VN1-00004_1,9,General Teaching,290,4,Wednesday,11,,
E:PYVGWRHSZA_1,"27, 28, 29, 30, 32, 33, 34, 35",Teaching Studio,80,1,Friday,12,,
E:EC2MV1153S_1,32,General Teaching,16,2,Wednesday,9,,
E:QPFXAGDY9S_1,32,General Teaching,30,3,Friday,12,,
E:WOVFEPTU1F-00001_1,32,General Teaching,40,8,Wednesday,9,,
E:S87GC5RBQW_2,32,General Teaching,9,2,Monday,13,,
E:RCQU7QQRXU_1,"10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,22,1,Monday,15,,
E:E8JGEA4CS8_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,60,2,Friday,13,,
E:WCTEB3BD7R_1,"12, 13, 14, 15, 16, 17, 18, 19",General Teaching,40,3,Wednesday,11,,
E:L6DJQ3ZOGY-00005-00009_1,32,General Teaching,52,8,Monday,9,,
E:5SZFFXQ7CY_1,"35, 36",General Teaching,10,3,Friday,13,,
E:4137VJ3637_1,32,General Teaching,20,3,Wednesday,12,,
E:ZUU37BPQ32_1,32,General Teaching,25,1,Tuesday,15,,
E:WFJEL67BBG_1,32,General Teaching,10,3,Wednesday,9,,
E:UMU83JMZTT_1,32,Teaching Studio,25,2,Tuesday,16,,
E:IKZ4VW91FZ_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,80,2,Thursday,11,,
E:72USLL8GWM_1,32,General Teaching,52,8,Tuesday,10,,
E:HAEODN1WIL_1,32,General Teaching,52,8,Thursday,10,,
E:QTY8PTPRBO_1,32,Computer Laboratory,25,1,Tuesday,10,,
E:NIQSOZ915J_1,32,General Teaching,16,2,Thursday,12,,
E:BJPGHJKEGI_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,80,2,Monday,12,,
E:KYIK82KQCJ_1,"28, 29, 30, 31",General Teaching,14,2,Tuesday,12,,
E:W59T3TKF7C_1,32,General Teaching,60,2,Monday,14,,
E:WOVFEPTU1F_1,32,General Teaching,40,8,Monday,9,,
E:11KGEN9QFB_1,"11, 14, 17",Laboratory,54,3,Monday,10,,
E:K36U5KEPJF_1,32,General Teaching,45,8,Tuesday,9,,
E:S87GC5RBQW_3,32,General Teaching,9,2,Monday,9,,
E:H1CZFPTFFV_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,50,1,Thursday,14,,
E:OQ1AN4Q52D_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",Teaching Studio,72,2,Thursday,14,,
E:NPECKNK5XY_1,"28, 29, 30, 31",General Teaching,16,2,Friday,10,,
E:7W9VF64IFJ_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,10,1,Tuesday,9,,
E:S87GC5RBQW_4,32,General Teaching,9,2,Tuesday,11,,
E:9L4CLCERH6_1,32,General Teaching,52,8,Wednesday,10,,
E:J24FSDANHF-00009_1,32,General Teaching,45,8,Monday,9,,
E:PVA1MS6LOH_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,72,1,Monday,11,,
E:C4MFAHIG7I_1,"26, 27, 28, 29, 30",General Teaching,90,2,Thursday,15,,
E:OBDU8Z2TUY_1,32,General Teaching,60,2,Monday,9,,
E:SYQW9QYWW1_1,32,General Teaching,60,1,Wednesday,13,,
E:LZ3HYVKUR3_1,32,No room required,180,2,Monday,9,,
E:GGA9C4I2CG_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,49,2,Wednesday,13,,
E:WOVFEPTU1F-00002_1,32,General Teaching,40,8,Wednesday,9,,
E:NTEX22R2AB_1,9,General Teaching,288,1,Tuesday,14,,
E:S87GC5RBQW_5,32,General Teaching,9,2,Thursday,10,,
E:S87GC5RBQW_6,32,General Teaching,9,2,Monday,11,,
E:NTEX22R2AB-00001_1,9,General Teaching,288,2,Friday,9,,
E:KNZUL5TSMM_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,150,2,Wednesday,15,,
E:FI93EUU8Z9_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,400,1,Wednesday,17,,
E:VSCTN7VBJE_1,32,General Teaching,200,2,Monday,9,,
E:F8YA5AVT5C_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Laboratory,50,3,Tuesday,11,,
E:NQF46853BZ_1,32,General Teaching,19,1,Wednesday,15,,
E:L1VS8S6VN1-00002_1,9,General Teaching,290,2,Thursday,16,,
E:OZ5S64XCKU-00002_1,32,Laboratory,15,2,Wednesday,9,,
E:UJI3JRG4KY-00001-00001_1,32,General Teaching,15,2,Thursday,11,,
E:75IAZ1E7XP-00002_1,32,Laboratory,15,2,Monday,16,,
E:11FIIGMRZ7-00002_1,32,Laboratory,15,2,Monday,9,,
E:JIRRB46J39-00002_1,32,Laboratory,15,2,Thursday,11,,
E:D4R8BJIALE-00002_1,32,Laboratory,15,2,Wednesday,14,,
E:BKF6TEJTEF_1,32,Teaching Studio,64,1,Thursday,17,,
E:VFAASM4O7A_1,32,General Teaching,19,1,Thursday,12,,
E:3UH3XR6PBT_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,50,1,Wednesday,12,,
E:32CHE2SDQB_1,"32, 33, 34, 35, 36, 37",Computer Laboratory,50,3,Monday,11,,
E:NOSCCDTN3Z_1,32,General Teaching,45,1,Thursday,13,,
E:31KGVOFTGQ_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,260,2,Friday,9,,
E:UNBF8SQIQN_1,9,General Teaching,288,2,Friday,12,,
E:I94GRQNXFE_1,32,General Teaching,30,2,Wednesday,13,,
E:TM6JTPDFG5_1,32,Computer Laboratory,30,2,Wednesday,9,,
E:PFPYCA3R4C_1,32,General Teaching,12,1,Thursday,13,,
E:Y83EV7KQOS_1,32,General Teaching,25,2,Friday,10,,
E:I3NNT64SI5_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Laboratory,50,3,Wednesday,13,,
E:5GYZPE3KGG_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,25,1,Wednesday,16,,
E:C8XF76A3VQ-00001_1,32,General Teaching,25,2,Monday,13,,
E:SPPAFFZDOV_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,80,1,Friday,11,,
E:DHABLY9TU8_1,32,General Teaching,25,2,Tuesday,15,,
E:YK2A69BVVQ_1,32,No room required,24,1,Monday,9,,
E:693MN4N8E4_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,28,1,Monday,11,,
E:1MO41S75LG_1,32,General Teaching,40,1,Tuesday,17,,
E:WK3QENLZO2_1,"12, 13, 14, 15",Laboratory,35,3,Thursday,11,,
E:PTIZ95S2EH-00001_1,32,General Teaching,50,1,Friday,17,,
E:HHWRLKG265_1,32,No room required,24,2,Monday,9,,
E:2ACRHFBPH2_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,60,2,Thursday,15,,
E:9DDID62ZN2_1,32,General Teaching,25,2,Tuesday,9,,
E:TP97E27QKL_1,32,General Teaching,15,2,Friday,11,,
E:19884JZ2XR_1,32,General Teaching,15,2,Friday,9,,
E:9P41II24GW_1,"28, 29, 30, 31",General Teaching,16,2,Wednesday,13,,
E:7LQS6ZCPBA_1,32,General Teaching,80,2,Tuesday,14,,
E:8B2FZ5AIBW_1,32,General Teaching,15,1,Friday,13,,
E:DUQX7KMA82_1,32,General Teaching,12,2,Monday,9,,
E:CNVVWEHUB9_1,32,General Teaching,15,2,Wednesday,12,,
E:8TQGKLGK9Y-00001_1,32,General Teaching,15,1,Thursday,14,,
E:13K1FPRR63_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,30,2,Friday,13,,
E:4UECTI1NUD_1,32,General Teaching,100,1,Wednesday,10,,
E:3NIS3OIKKA_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,70,2,Monday,10,,
E:HZGENQ5D19_1,"28, 29, 30, 31",General Teaching,16,2,Monday,10,,
E:8I8CEPP8CT_1,32,General Teaching,10,1,Monday,15,,
E:XUUAIEZ6R2_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,170,1,Wednesday,15,,
E:5IKWGBL5OC_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,90,1,Thursday,14,,
E:QEQ1NBHH8G_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,65,2,Thursday,9,,
E:8SNV4A95ES_1,32,General Teaching,15,1,Monday,12,,
E:GHEQQFEGZL_1,32,General Teaching,60,2,Monday,16,,
E:FLSJ5IFM3W_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,130,2,Friday,10,,
E:CZM6IYDLUF_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,130,1,Thursday,10,,
E:4VDSQJXZ7J-00001_1,32,General Teaching,16,1,Thursday,15,,
E:OWSHJWHVRD_1,32,General Teaching,15,2,Tuesday,10,,
E:PAUU6CBLFG_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,25,1,Thursday,16,,
E:N3DMVIZZD1_1,32,General Teaching,15,2,Thursday,15,,
E:QNLAE3HLNU_1,32,General Teaching,11,1,Thursday,17,,
E:6PZJ42NEK3_1,32,Computer Laboratory,20,2,Thursday,10,,
E:T3I1W1M2FB_1,32,General Teaching,15,2,Wednesday,14,,
E:YW19YU42LC_1,32,General Teaching,15,2,Friday,16,,
E:9AOKSN5AJ7_1,32,General Teaching,78,1,Tuesday,13,,
E:AYF6KF253E_1,32,General Teaching,2,2,Monday,12,,
E:T4PT99ZXPM_1,32,General Teaching,15,2,Friday,15,,
E:L1H3L9AL22_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Computer Laboratory,10,2,Wednesday,14,,
E:ELARXOMG76_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Laboratory,53,2,Tuesday,15,,
