event_id,weeks,req_room_type,size,L_slots,assigned_day,assigned_start_hour,room_id,room_campus
E:5ZLIZY418W-00001_1,11,General Teaching,36,8,Thursday,10,,
E:W3BVQ8F1YM_1,11,No room required,10,8,Monday,9,,
E:5DPXML1H3N-00001_2,11,Teaching Studio,40,8,Thursday,10,,
E:5ZLIZY418W-00001_2,11,Teaching Studio,36,8,Monday,10,,
E:W3BVQ8F1YM-00001_1,11,No room required,10,8,Monday,9,,
E:2TXTKLY644-00001_2,11,Teaching Studio,30,8,Tuesday,9,,
E:J8UUIXCI9O-00001_2,11,Teaching Studio,40,8,Wednesday,9,,
E:H3NM6HVOLP_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",Teaching Studio,40,3,Tuesday,15,,
E:FS2KJHB9X8-00001_1,11,Teaching Studio,40,8,Monday,10,,
E:SNOB7MJXCU-00001_1,11,No room required,10,8,Monday,9,,
E:FS2KJHB9X8_1,11,Teaching Studio,40,8,Wednesday,10,,
E:3Q7VHMIZK6_1,11,No room required,20,1,Monday,9,,
E:ZT75TK1WP6_1,"10, 12, 14, 16, 18",No room required,10,1,Monday,9,,
E:ZTZXYIFOQZ_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",ECA Studio Space,10,1,Wednesday,10,,
E:E8RORSS71E_1,11,Teaching Studio,36,8,Tuesday,10,,
E:VKRHEQIWYR_1,11,No room required,10,8,Monday,9,,
E:JFHSG3GDF2_1,11,Teaching Studio,30,4,Friday,11,,
E:PUPUXY577T_1,11,No room required,10,8,Monday,9,,
E:UJDH1232FO-00001_1,11,No room required,10,8,Monday,9,,
E:VKRHEQIWYR-00001_1,11,No room required,10,8,Monday,9,,
E:VX4XIU24J7-00002_2,11,Teaching Studio,40,4,Thursday,9,,
E:Z7ELN46UTT_1,11,No room required,20,1,Monday,9,,
E:VX4XIU24J7-00003_2,11,General Teaching,40,4,Wednesday,9,,
E:ALTAGEDO6O_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,8,1,Tuesday,10,,
E:L5GCS894RU_1,34,ECA Studio Space,25,3,Monday,10,,
E:PUPUXY577T-00001_1,11,No room required,10,8,Monday,9,,
E:G2QLXP4HAW_1,11,Teaching Studio,40,8,Monday,10,,
E:FSSXP27VFX_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",ECA Studio Space,30,2,Monday,11,,
E:UJDH1232FO_1,11,No room required,10,8,Monday,9,,
E:CG2LCF4N7E_1,11,No room required,12,4,Monday,9,,
E:BSNXGSAUAC_1,11,No room required,25,3,Monday,9,,
E:VHSD6S8CCN_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",ECA Studio Space,30,4,Friday,14,,
E:SQB9GUWX5X_1,11,General Teaching,50,8,Friday,10,,
E:ZRJJB8C4GO_1,11,General Teaching,50,1,Friday,11,,
E:W9FWOZ8P91_1,11,No room required,27,3,Monday,9,,
E:4TXNXW3L25_1,11,No room required,6,2,Monday,9,,
E:RAF7JA3OV4_1,11,General Teaching,4,1,Monday,10,,
E:LHCW9HCZ8U_1,11,No room required,5,2,Monday,9,,
E:HBLSS9DTFG-00002_1,11,General Teaching,4,1,Wednesday,13,,
E:NNUI51B6GU_1,11,No room required,9,1,Monday,9,,
E:UNBF8SQIQN-00004_1,11,General Teaching,320,4,Wednesday,13,,
E:9W1QXXH6MH_1,11,General Teaching,50,1,Tuesday,12,,
E:ZKJMUIGQEQ-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,35,2,Monday,9,,
E:FODCMZOLYN_1,11,No room required,12,4,Monday,9,,
E:8ZCYG4MESL_1,11,No room required,6,2,Monday,9,,
E:I7349LXZ59_1,11,No room required,12,4,Monday,9,,
E:HRHMGWC1KI_1,11,General Teaching,20,2,Friday,13,,
E:FZRM7Y93CW_1,11,No room required,60,3,Monday,9,,
E:AZEWEB9EJF_1,11,No room required,6,1,Monday,9,,
E:8SU6WAKUN1_1,11,No room required,55,2,Monday,9,,
E:RAF7JA3OV4-00001_1,11,General Teaching,4,1,Friday,10,,
E:4TRX5YJZ61-00001_1,11,General Teaching,20,2,Wednesday,13,,
E:5KXAXBFJLR_1,11,No room required,6,1,Monday,9,,
E:HRHMGWC1KI-00001_1,11,General Teaching,20,2,Monday,14,,
E:LFFOFBIWUY_1,11,Teaching Lab,60,3,Wednesday,14,,
E:YCQ14SPGCY_1,11,No room required,8,3,Monday,9,,
E:HXP6TGRX8Z_1,11,No room required,25,1,Monday,9,,
E:MHEDCV7FPJ_1,11,No room required,30,6,Monday,9,,
E:O6B9E9XZGA_1,11,General Teaching,20,2,Monday,15,,
E:PL8MBVJ8G1-00001_1,11,General Teaching,4,1,Tuesday,12,,
E:LFFOFBIWUY_2,11,Teaching Lab,60,3,Wednesday,15,,
E:A3PBMUNIN2_1,11,General Teaching,6,2,Tuesday,16,,
E:UO8CBEL4U8_1,11,General Teaching,6,2,Monday,15,,
E:PL8MBVJ8G1-00002_1,11,General Teaching,4,1,Thursday,12,,
E:RAF7JA3OV4-00002_1,11,General Teaching,4,1,Friday,11,,
E:F61HLVW1EH_1,11,No room required,25,1,Monday,9,,
E:EH7RA6VUBP_1,11,General Teaching,6,2,Monday,10,,
E:24O1IB1LOK_1,11,Laboratory,55,2,Tuesday,11,,
E:ZDSB2D4L5I-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,40,2,Monday,11,,
E:KD7QFIN7JH_1,11,No room required,9,1,Monday,9,,
E:31W2K4RY6L_1,11,General Teaching,6,3,Friday,11,,
E:UZYFU7ZG3Z_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,6,1,Friday,9,,
E:W9C48LKV5N_1,11,General Teaching,6,2,Thursday,14,,
E:1FRSU2T8YX_1,11,No room required,9,1,Monday,9,,
E:W75ULZHRRK_1,11,No room required,55,2,Monday,9,,
E:1YSW4863W7_1,11,General Teaching,4,1,Monday,10,,
E:S44F5PGMEC_1,11,General Teaching,50,1,Thursday,10,,
E:CGKGJ3G3DQ_1,11,No room required,6,2,Monday,9,,
E:IKWFS9M7LB_1,11,Laboratory,55,2,Tuesday,12,,
E:1UXLLSGL16_1,11,No room required,50,1,Monday,9,,
E:VHSD6S8CCN-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",ECA Studio Space,30,4,Wednesday,14,,
E:WFY1M4RGCH-00005_1,11,No room required,320,1,Monday,9,,
E:E2LHQEOWIT_1,11,No room required,6,2,Monday,9,,
E:P7DY245YBQ_1,11,No room required,25,1,Monday,9,,
E:GUQEYCYYSH_1,11,General Teaching,6,3,Friday,9,,
E:3FRX7YJ7K4_1,11,General Teaching,0,1,Tuesday,9,,
E:YRYTRXK7HD_1,11,No room required,9,1,Monday,9,,
E:T3C4HEMVRT_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,8,1,Thursday,10,,
E:O1E4JW8J9G_1,"32, 34",ECA Studio Space,40,2,Wednesday,16,,
E:1YSW4863W7-00002_1,11,General Teaching,4,1,Tuesday,10,,
E:WFY1M4RGCH-00006_1,11,No room required,320,1,Monday,9,,
E:PL8MBVJ8G1_1,11,General Teaching,4,1,Friday,16,,
E:4E8PMDJEPN_1,11,General Teaching,0,1,Wednesday,16,,
E:HBLSS9DTFG_1,11,General Teaching,4,1,Wednesday,9,,
E:UHAXKAECYY_1,11,No room required,30,2,Monday,9,,
E:ZCMBVSD5F2_1,11,No room required,9,1,Monday,9,,
E:O8JQMNPH2R_1,11,No room required,50,1,Monday,9,,
E:LFFOFBIWUY_3,11,Teaching Lab,60,3,Tuesday,12,,
E:XBC1DU2X9R-00004_1,11,General Teaching,288,1,Friday,12,,
E:4TRX5YJZ61_1,11,General Teaching,20,2,Thursday,13,,
E:TD1M5WTW4U_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",ECA Studio Space,27,3,Monday,10,,
E:5XA4NIU2K7_1,11,General Teaching,28,2,Monday,10,,
E:P7O5LPVXWI_1,11,General Teaching,30,2,Thursday,12,,
E:FP8KCWNVHB_1,11,Laboratory,55,2,Tuesday,16,,
E:OAAGA85EO3_1,11,No room required,6,1,Monday,9,,
E:VSKLL2SVJV_1,11,General Teaching,50,1,Monday,14,,
E:VNY5K657RW_1,11,General Teaching,50,2,Friday,10,,
E:1YSW4863W7-00001_1,11,General Teaching,4,1,Thursday,15,,
E:IBM3IE8PHG_1,11,No room required,8,3,Monday,9,,
E:MUXUPE1JI6-00007_1,11,No room required,0,2,Monday,9,,
E:NHTPMT7EIF-00003_1,11,General Teaching,320,1,Tuesday,13,,
E:HBLSS9DTFG-00001_1,11,General Teaching,4,1,Wednesday,14,,
E:YEH7W5EG48_1,11,No room required,9,1,Monday,9,,
E:TSLZ9IGTQ1_1,11,No room required,50,1,Monday,9,,
E:4FQ5M729TS_1,11,General Teaching,6,2,Friday,14,,
E:WFY1M4RGCH-00004_1,11,No room required,320,1,Monday,9,,
E:WEDBDJ1JJ1_1,11,General Teaching,28,2,Thursday,13,,
E:MW7B8E8IHA_1,"29, 32, 36",Teaching Studio,15,1,Wednesday,14,,
E:MUXUPE1JI6-00006_1,11,No room required,0,2,Monday,9,,
E:R2KA292P66_1,11,General Teaching,30,2,Thursday,13,,
E:RAWVVGI8B5_1,11,No room required,55,2,Monday,9,,
E:XRQ8GLM568_1,11,General Teaching,50,6,Friday,10,,
E:MQ45WRU1V2-00027_1,11,No room required,20,8,Monday,9,,
E:4RLAOHS3JM_1,"27, 29, 32, 34, 36",No room required,10,2,Monday,9,,
E:8MZOABQJT9-00007_1,11,General Teaching,30,2,Tuesday,12,,
E:M34R27FH4B-00001_1,11,General Teaching,15,7,Tuesday,11,,
E:ZJP3U3RT9W-00001_1,11,General Teaching,20,1,Tuesday,11,,
E:YF9B9FA4RR-00001_1,11,General Teaching,40,2,Monday,9,,
E:XPOW98G85Y_1,11,Laboratory,14,8,Tuesday,9,,
E:TQYSRLBEMA_1,11,General Teaching,25,2,Friday,10,,
E:1ENHCFL6RZ_1,11,General Teaching,30,3,Thursday,10,,
E:9Q8K6A3XJF_1,11,Art Studio,40,3,Friday,12,,
E:M34R27FH4B-00002_1,11,General Teaching,15,6,Wednesday,12,,
E:PK5D76D2XE-00007-00001_1,11,Laboratory,30,2,Friday,16,,
E:VXMIIEWTAZ_1,11,General Teaching,10,2,Tuesday,16,,
E:OOS6FNEQP9_1,11,General Teaching,10,4,Thursday,10,,
E:MP22X45D4T-00001_1,11,General Teaching,30,2,Thursday,9,,
E:NXOY8QYBD1_1,11,General Teaching,25,2,Tuesday,11,,
E:NZ4QN6NPBY-00001_1,11,General Teaching,40,2,Wednesday,14,,
E:V1FN9AH9W6_1,11,General Teaching,30,2,Tuesday,14,,
E:MQ45WRU1V2-00023_1,11,No room required,20,8,Monday,9,,
E:MQ45WRU1V2-00024_1,11,No room required,20,8,Monday,9,,
E:J38K97F7RO-00011_1,11,General Teaching,120,1,Monday,9,,
E:KE4E4TS5P9-00007-00001_1,11,Laboratory,30,2,Thursday,13,,
E:JVXSPATDD2_1,11,General Teaching,100,1,Friday,17,,
E:HEW785UYGH_1,11,No room required,25,2,Monday,9,,
E:CRK46TQ6DH_1,11,General Teaching,40,3,Wednesday,12,,
E:3YI78189P7-00001_1,11,General Teaching,120,1,Wednesday,15,,
E:PK5D76D2XE-00007_1,11,General Teaching,30,2,Tuesday,13,,
E:1H5MDX31Q7_1,11,No room required,20,1,Monday,9,,
E:AL3R7CS8JA_1,11,No room required,25,2,Monday,9,,
E:DE255GYKGX_1,11,General Teaching,25,3,Wednesday,12,,
E:5RTNWCA5BQ_1,"27, 29, 32, 34, 36",No room required,50,2,Monday,9,,
E:OMVQK41PZI_1,11,General Teaching,25,2,Tuesday,9,,
E:KUD2AHUU2X-00007_1,11,General Teaching,30,2,Wednesday,10,,
E:N2B1W9AHAM-00002-00019_1,11,General Teaching,120,1,Monday,11,,
E:D2AXKEAPIU_1,11,General Teaching,30,2,Monday,15,,
E:YQLLPZ7WLY_1,11,No room required,20,1,Monday,9,,
E:NEVOM2L5FC_1,11,General Teaching,24,2,Tuesday,12,,
E:CYYD4NKL7N_1,11,General Teaching,50,6,Tuesday,12,,
E:HNYOKN5BAD_1,11,Laboratory,40,3,Wednesday,14,,
E:KE4E4TS5P9-00007_1,11,General Teaching,30,2,Thursday,11,,
E:3K7542LBTJ_1,"10, 12, 14, 16, 18",No room required,20,2,Monday,9,,
E:9Q8K6A3XJF_2,11,Art Studio,40,3,Thursday,15,,
E:H522U5CKI1-00001_1,11,General Teaching,40,2,Tuesday,12,,
E:KUD2AHUU2X-00007-00001_1,11,Laboratory,25,2,Tuesday,15,,
E:N2B1W9AHAM-00002-00027_1,11,General Teaching,120,1,Friday,17,,
E:Z6TS9UFZYY_1,11,General Teaching,30,3,Tuesday,9,,
E:N3418WNPTQ_1,11,General Teaching,30,3,Friday,12,,
E:REXFWK78ON-00012_1,11,General Teaching,120,1,Tuesday,10,,
E:BX7M3Q2GSK_1,11,Computer Laboratory,25,2,Tuesday,10,,
E:X5MQK7MZQY_1,11,General Teaching,24,2,Friday,11,,
E:5QZZLZSF4K-00002_1,11,General Teaching,60,1,Wednesday,12,,
E:O3EWNB51SV_1,11,No room required,25,2,Monday,9,,
E:KB4C4OG3XP_2,"14, 16",General Teaching,48,2,Thursday,14,,
E:MQ45WRU1V2-00026_1,11,No room required,20,8,Monday,9,,
E:XGUHOUDEA5_2,"10, 12, 14, 16, 18",General Teaching,30,1,Monday,12,,
E:J52ADBS4C3_1,11,General Teaching,100,1,Friday,12,,
E:3YI78189P7_1,11,General Teaching,120,1,Monday,12,,
E:8RU5AU7PXA-00001_1,11,General Teaching,40,1,Thursday,13,,
E:PMXXSWJCB8-00003_1,11,General Teaching,25,3,Thursday,9,,
E:MQ45WRU1V2-00025_1,11,No room required,20,8,Monday,9,,
E:M34R27FH4B_1,11,General Teaching,15,6,Monday,11,,
E:8MZOABQJT9-00007-00001_1,11,Laboratory,30,2,Monday,14,,
E:J52ADBS4C3_2,11,General Teaching,100,1,Monday,14,,
E:WTVK9XJP7J_1,11,Laboratory,30,2,Friday,13,,
E:XPOW98G85Y-00001_1,11,Laboratory,14,7,Tuesday,10,,
E:4KW8I7Z416-00001_1,11,General Teaching,40,2,Monday,9,,
E:PU1H2FUZ59_1,11,General Teaching,30,2,Monday,13,,
E:MQUVYBMEYP_1,11,No room required,20,1,Monday,9,,
E:ST5Z57FOMH-00001_1,11,General Teaching,20,1,Thursday,17,,
E:5SRGF8RKNQ_1,11,No room required,55,1,Monday,9,,
E:NVCLPZ3X8B-00001_1,11,General Teaching,40,2,Monday,11,,
E:TQGPUS4ETA-00002_1,11,General Teaching,30,2,Tuesday,9,,
E:J38K97F7RO-00011-00001_1,11,General Teaching,120,1,Wednesday,14,,
E:CFZOBOE5O1_1,11,General Teaching,30,3,Tuesday,9,,
E:F21DG1OJBT_1,11,General Teaching,20,2,Tuesday,14,,
E:ZQDEY9FKEQ_1,11,Laboratory,32,2,Wednesday,10,,
E:HLAXGM19GY_1,11,Laboratory,60,2,Wednesday,10,,
E:LSTI7P3387_1,11,General Teaching,202,1,Tuesday,11,,
E:KJVWQOT3CU_1,11,Teaching Studio,40,1,Tuesday,16,,
E:O3EIQGVTUL_1,11,General Teaching,180,1,Friday,9,,
E:FJ5KOZZRM9_1,11,General Teaching,180,1,Tuesday,16,,
E:F2RBDYM7YN_1,11,General Teaching,180,1,Tuesday,11,,
E:RC4MVFU6F1_1,11,General Teaching,125,1,Wednesday,14,,
E:AS25T6RE44_1,11,Laboratory,60,2,Tuesday,14,,
E:V7FR5EOOEZ_1,11,General Teaching,125,1,Thursday,9,,
E:6RIUINZI3X_1,11,General Teaching,65,1,Monday,13,,
E:MT9MDIIHDZ_1,11,General Teaching,202,1,Monday,15,,
E:4KOHIHUGNK_1,11,General Teaching,125,1,Wednesday,16,,
E:FU8LJZXF2L_1,11,Laboratory,23,1,Tuesday,16,,
E:Z5V82M2XFD_1,11,General Teaching,180,1,Wednesday,17,,
E:XWU2Y765CC_1,11,Laboratory,40,1,Tuesday,10,,
E:MBPJT4H9ZJ_1,11,No room required,4,2,Monday,9,,
E:VJ85DS6XPM_1,11,Computer Laboratory,24,1,Wednesday,14,,
E:TFR63LYKFU_1,11,Teaching Studio,40,1,Wednesday,9,,
E:73QNBHK3QW_1,11,General Teaching,120,1,Monday,14,,
E:MD83WGNEDT_1,11,No room required,2,3,Monday,9,,
E:W456O3SFFG_1,11,General Teaching,65,1,Tuesday,9,,
E:WNTX2Z2BPU_1,11,General Teaching,120,1,Monday,17,,
E:F4HERVQ3QQ_1,11,Teaching Studio,40,2,Wednesday,11,,
E:XG4HT751S9_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,6,1,Wednesday,17,,
E:RYC636YETC_1,11,General Teaching,125,1,Wednesday,16,,
E:UGNJ9RLRAJ_1,11,Laboratory,10,2,Wednesday,13,,
E:I8V1WKT3NU_1,11,No room required,120,1,Monday,9,,
E:3JVGZORUJA_1,11,General Teaching,65,1,Wednesday,13,,
E:2FLDDKZ6KP_1,11,Laboratory,32,2,Thursday,13,,
E:D338SKF2L3_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,12,2,Monday,9,,
E:Q8OELER3YE_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",ECA Studio Space,23,3,Wednesday,13,,
E:KJVWQOT3CU_2,11,Teaching Studio,40,1,Tuesday,14,,
E:IP7N7ONJGZ_1,11,General Teaching,202,1,Wednesday,12,,
E:JV37VAQL8O_1,11,No room required,2,3,Monday,9,,
E:UOLEMJBDMO-00002_1,27,Computer Laboratory,70,2,Wednesday,10,,
E:MVZNGYPS7Z_1,11,Laboratory,40,2,Monday,16,,
E:KH2TDYXMA2_1,11,No room required,20,2,Monday,9,,
E:442EH61Q6P_1,11,Laboratory,23,2,Friday,16,,
E:ALG3DR3Q1K_1,11,General Teaching,120,1,Wednesday,14,,
E:JSJLPX8U98_1,11,Training Room,2,3,Monday,12,,
E:UI3JJMZP3D_1,11,General Teaching,202,1,Monday,17,,
E:AVXULFT9W6_1,11,General Teaching,120,1,Friday,15,,
E:9L2TYTY4YD_1,11,No room required,2,3,Monday,9,,
E:73PJHQKM78_1,11,Laboratory,32,2,Thursday,13,,
E:89ZCAO6K3S_1,11,General Teaching,125,1,Monday,15,,
E:XYG8MQKOOS_1,11,Computer Laboratory,40,1,Thursday,11,,
E:MG855QGRUU_1,11,Teaching Studio,40,2,Tuesday,15,,
E:MMH5FYCLVR_1,11,General Teaching,182,1,Monday,11,,
E:DPUAZZMKZA_1,11,Laboratory,20,2,Wednesday,14,,
E:6MFLSY3RVP_1,11,General Teaching,180,1,Friday,10,,
E:GRME863MNL_1,11,Computer Laboratory,40,1,Tuesday,12,,
E:UK3U37LO8R_1,11,General Teaching,180,1,Thursday,17,,
E:6YZGZX9WV4_1,11,General Teaching,65,1,Monday,10,,
E:AVFHX4IUWP_1,11,General Teaching,65,1,Thursday,17,,
E:ATQT8D3TEN_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,8,1,Wednesday,9,,
E:3NC77F4IX1_1,11,Laboratory,32,2,Friday,9,,
E:MG855QGRUU_2,11,Teaching Studio,40,2,Tuesday,15,,
E:KQKX38LFR4_1,11,Laboratory,10,2,Thursday,14,,
E:V59E9GT3FJ_1,11,General Teaching,96,3,Tuesday,11,,
E:KUYJRKB6P8_1,11,General Teaching,120,1,Tuesday,15,,
E:D6OUCJ67KO_1,11,Laboratory,20,2,Tuesday,12,,
E:PVJ59VMQ5Y_1,11,Laboratory,23,1,Tuesday,17,,
E:Y3V55WV9QH_1,11,Laboratory,40,1,Friday,16,,
E:PQ9LSGI6TP_1,11,General Teaching,30,3,Friday,11,,
E:ISJYXB9LM3_1,11,Teaching Studio,20,2,Monday,11,,
E:ZD3J7MMHPC_1,11,Laboratory,60,2,Thursday,11,,
E:CD59E8KAWW_1,11,General Teaching,120,1,Thursday,14,,
E:PPK3GYV7C9_1,11,Laboratory,60,2,Thursday,15,,
E:7I2513ZWLR_1,11,No room required,65,2,Monday,9,,
E:UD977DBDKN_1,11,Laboratory,60,2,Wednesday,16,,
E:X9IMYOW55Q_1,11,Laboratory,10,1,Monday,12,,
E:APYN9NXIH5_1,11,General Teaching,98,1,Wednesday,11,,
E:F4HERVQ3QQ_2,11,Teaching Studio,40,2,Tuesday,9,,
E:Q2WQPF7OXP-00001_1,"11, 13, 14, 15, 16, 17",General Teaching,15,2,Friday,9,,
E:C3C455NJC1_1,11,General Teaching,180,1,Monday,9,,
E:W57P1B32U5_1,11,General Teaching,180,1,Wednesday,14,,
E:TTEEHS8PJQ_1,11,General Teaching,180,1,Friday,15,,
E:6Q93IVZGNE_1,11,Laboratory,23,2,Thursday,12,,
E:AF561L1LG3_1,11,General Teaching,125,1,Wednesday,11,,
E:IFFJ4PYMR8_1,11,General Teaching,120,1,Wednesday,10,,
E:4ZGM9GJNUE_1,11,General Teaching,120,1,Friday,11,,
E:Q19LZT74S3_1,11,Laboratory,60,2,Wednesday,13,,
E:ELOZ5GDA98_1,11,Laboratory,8,2,Friday,15,,
E:X3YUYMH6T4_1,11,No room required,62,1,Monday,9,,
E:EKVPPUGDJE_1,11,Laboratory,10,2,Monday,9,,
E:IAZMAQ6YX7-00001_1,"15, 17, 19",No room required,6,1,Monday,9,,
E:EWL3DTXIFF_1,11,No room required,2,3,Monday,9,,
E:5WNYPS1K4T-00001_1,"26, 28, 30, 32, 34, 36",No room required,6,1,Monday,9,,
E:AGGDN4E535_1,"21, 22, 25, 26, 27",No room required,25,2,Monday,9,,
E:UPBCHO4ELB_1,11,Laboratory,23,1,Monday,13,,
E:X1PUXA4B3L_1,"10, 12",General Teaching,28,2,Friday,10,,
E:FYBHVIWP5O_1,11,General Teaching,125,1,Tuesday,12,,
E:E5KW3F9HVV_1,11,General Teaching,65,1,Wednesday,15,,
E:BM98Z5TKKO_1,11,Laboratory,60,2,Wednesday,15,,
E:8242ESS4ZL_1,11,General Teaching,120,1,Tuesday,10,,
E:SKAJDOGQEB-00001_1,"11, 13, 14, 15, 16, 17",General Teaching,15,2,Friday,15,,
E:LWJCEO388C_1,11,Laboratory,16,3,Wednesday,15,,
E:G1RWLBHZAR_1,11,General Teaching,180,1,Thursday,13,,
E:GRME863MNL_2,11,Computer Laboratory,40,1,Thursday,11,,
E:IICUGMY39F_1,11,General Teaching,180,1,Tuesday,17,,
E:TFR63LYKFU_2,11,Teaching Studio,40,1,Friday,15,,
E:AUADAK6EUB_1,11,No room required,2,3,Monday,9,,
E:CWY8JDL85L-00001_1,"11, 13, 14, 15, 16, 17",General Teaching,15,2,Monday,10,,
E:TQNCHIHT9R_1,11,General Teaching,202,1,Wednesday,17,,
E:9T11EOQ5T2_1,11,General Teaching,125,1,Friday,15,,
E:93YEELEIPT_1,11,General Teaching,40,2,Thursday,16,,
E:M4B1KH6HTT_1,11,Laboratory,60,2,Tuesday,13,,
E:XP3CKYKMZX_1,11,Laboratory,10,2,Monday,10,,
E:E4JZ7VSXF4_1,11,Teaching Studio,20,2,Thursday,11,,
E:ZKZRHGT54X_1,11,General Teaching,65,1,Wednesday,14,,
E:4BA11XO31F_1,11,Computer Laboratory,24,1,Friday,9,,
E:HX5XU3WK32_1,11,General Teaching,202,1,Tuesday,14,,
E:66UP4VZ99W_1,11,General Teaching,202,1,Thursday,13,,
E:58CDU44WYB_1,11,General Teaching,170,1,Wednesday,12,,
E:A431O5GXDT_1,11,General Teaching,125,1,Wednesday,10,,
E:PFXW62K3JJ-00001_1,11,General Teaching,30,3,Thursday,14,,
E:PN4WTPNUZN_1,11,General Teaching,65,1,Friday,13,,
E:LIU7IRCYIV_1,11,No room required,20,2,Monday,9,,
E:N1HZLUI3SS_1,11,General Teaching,202,1,Monday,17,,
E:H6EP9E2PJM_1,11,General Teaching,65,1,Tuesday,9,,
E:TJU8Z3PIJD_1,11,Laboratory,60,2,Monday,11,,
E:PFXW62K3JJ-00002_1,11,General Teaching,30,4,Tuesday,10,,
E:IQ47CG1C1K_1,11,General Teaching,202,1,Thursday,9,,
E:ZFQSKNZBMU_1,11,General Teaching,202,1,Monday,17,,
E:IRSB8RULAT_1,11,Computer Laboratory,24,1,Wednesday,13,,
E:9TWS7P6LI9_1,11,General Teaching,65,1,Tuesday,11,,
E:9FQ1D1ZR84_1,11,General Teaching,202,1,Thursday,16,,
E:IS24EQ5VTM_1,11,Laboratory,23,2,Thursday,14,,
E:VJ85DS6XPM_2,11,Computer Laboratory,24,1,Monday,14,,
E:LNOIFGFQL3_1,"6, 8, 10, 12, 14",No room required,18,1,Monday,9,,
E:ZILUCW66RS_1,11,General Teaching,180,1,Thursday,12,,
E:VUWYVVADF3_1,11,General Teaching,20,2,Monday,15,,
E:J67TRELMUS_1,11,General Teaching,65,3,Monday,14,,
E:GD7OVNSO3O_1,11,Teaching Studio,20,2,Monday,12,,
E:5A21H8NXRY_1,11,General Teaching,202,1,Tuesday,12,,
E:P3YJEM2JU5_1,11,General Teaching,180,1,Thursday,14,,
E:IUNBRY3GMQ-00001_1,"31, 33",No room required,6,1,Monday,9,,
E:UYX87ZGQD6-00001_1,"27, 28, 29, 30, 31, 32, 33, 34",General Teaching,20,1,Thursday,9,,
E:BR37TV4DJM_1,11,Computer Laboratory,24,1,Monday,14,,
E:4BA11XO31F_2,11,Computer Laboratory,24,1,Monday,16,,
E:OKGIFVN2S9_1,"10, 11, 12, 13, 16, 17",Laboratory,55,2,Wednesday,16,,
E:VFYCSU629U_1,11,Teaching Studio,20,2,Tuesday,11,,
E:QY5QXEJOWH-00001_1,"11, 17",General Teaching,40,2,Wednesday,12,,
E:XHS94I5BT1-00006-00001_1,"9, 11, 13, 17",Teaching Studio,20,1,Tuesday,17,,
E:NIWVQBAG5I_1,"9, 10, 11, 12, 14, 15, 17",Computer Laboratory,60,1,Monday,10,,
E:W54TAWYJ35_1,11,Teaching Studio,20,2,Friday,16,,
E:8KT7KWEELJ_1,11,Training Room,2,3,Monday,9,,
E:J4OACXL217_1,11,General Teaching,180,1,Tuesday,11,,
E:VQKRU4JAW7_1,11,General Teaching,120,1,Monday,17,,
E:PEGWX7LS3E_1,11,General Teaching,65,1,Tuesday,9,,
E:HA3XBDGW2N_1,11,Laboratory,60,2,Wednesday,9,,
E:KEGRF5Q88V_1,11,General Teaching,8,3,Monday,13,,
E:EPSQUI2VDE-00001_1,11,General Teaching,30,8,Friday,10,,
E:S2I8RN1RYK_1,11,No room required,16,2,Monday,9,,
E:XJZXJSUXN6_1,"17, 19, 21, 25, 27",No room required,18,1,Monday,9,,
E:ID3FTT1PG8_1,11,General Teaching,62,1,Monday,10,,
E:73YFXEUNT2_1,"26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37",General Teaching,14,2,Monday,10,,
E:SK7RX3SUC1_1,11,General Teaching,65,1,Friday,12,,
E:PQVR5RMFIA_1,11,General Teaching,16,2,Wednesday,15,,
E:HCXM1Z81G6_1,11,General Teaching,65,1,Monday,13,,
E:ZEKT4OO511_1,"16, 18, 20, 22, 26",No room required,18,1,Monday,9,,
E:HP8IML5HIR_1,"26, 28, 30, 32, 34, 36",No room required,6,2,Monday,9,,
E:ZRP2QV83QM_1,11,General Teaching,120,1,Tuesday,10,,
E:3V4W7C8Z1A_1,11,General Teaching,120,1,Wednesday,11,,
E:WCFVT6BLV5_1,11,General Teaching,202,1,Friday,10,,
E:BR37TV4DJM_2,11,Computer Laboratory,24,1,Wednesday,10,,
