event1,event2,shared_students,week,day,start1,end1,start2,end2
E:QDL1AW8S9U,E:XM6S9922YI,1,27,Monday,0,2,0,8
E:QDL1AW8S9U,E:XM6S9922YI-00001,1,29,Monday,0,2,0,8
E:NW5Q5X33VN,E:TI4DI4XY71,5,32,Wednesday,5,6,5,6
E:NA1SRWRATT,E:NA1SRWRATT-00001,1,10,Monday,0,4,0,4
E:NA1SRWRATT-00002,E:NA1SRWRATT-00003,1,11,Monday,0,4,0,4
E:QDL1AW8S9U,E:SVMORFOSNR,1,36,Monday,0,2,0,8
E:QDL1AW8S9U,E:SVMORFOSNR-00001,1,36,Monday,0,2,0,8
E:1VYJVIFLLA,E:U24B3M5XME,1,9,Monday,0,2,0,1
E:585RW46SCA,E:PSU8K6LH7S,1,32,Monday,2,4,3,5
E:778XCUWYOH,E:778XCUWYOH-00001,1,16,Monday,0,8,0,8
E:778XCUWYOH,E:IJHXDLQP8S,1,16,Monday,0,8,0,1
E:778XCUWYOH,E:YUF7HL9SZD,1,16,Monday,0,8,0,2
E:778XCUWYOH-00001,E:IJHXDLQP8S,1,16,Monday,0,8,0,1
E:778XCUWYOH-00001,E:YUF7HL9SZD,1,16,Monday,0,8,0,2
E:54P1PNKYXA,E:ZT75TK1WP6,1,12,Monday,0,8,0,1
E:54P1PNKYXA-00001,E:ZT75TK1WP6,1,12,Monday,0,8,0,1
E:FD3YM2KGIO,E:K3LS9EG489,1,36,Monday,0,3,0,8
E:FD3YM2KGIO,E:K3LS9EG489-00001,1,36,Monday,0,3,0,8
E:OJPDLCAU1M,E:OJPDLCAU1M-00001,1,15,Monday,0,8,0,8
E:3M7K9FXZR9,E:EKFOMBJY1Y,1,13,Tuesday,3,4,3,4
E:3T6WVNDEVI,E:UT31FZG3K3,4,34,Tuesday,8,9,7,9
E:54M3HFHSDU,E:GQ5U8O4M6J,4,30,Monday,5,6,5,7
E:54M3HFHSDU-00001,E:GQ5U8O4M6J,4,30,Monday,5,6,5,7
E:BIIUDDSJKR-00003,E:LTC7ARKXPS,5,35,Wednesday,1,2,1,3
E:D12W6OTRW8,E:S9FASIN7WR,1,10,Monday,0,2,0,1
E:D12W6OTRW8,E:UE45NXMCNP,1,10,Monday,0,2,0,1
E:5REMKT8I3Y,E:ZRQHQ6CD7W-00001,1,9,Tuesday,7,8,7,8
E:24FP7YNKQQ,E:T4CGJZUK93,1,32,Monday,0,1,0,1
E:LPYYIDUENL,E:OQOSA82M22,1,27,Thursday,7,9,7,9
E:JHQSRUE7WW,E:LMS1QHL6N3,1,36,Thursday,0,8,3,4
E:LMS1QHL6N3,E:OQZFD926UQ,1,36,Thursday,3,4,0,8
E:2U4QH1DSVV,E:G8SCMJYVUP,4,32,Wednesday,3,5,3,5
E:CRB9BRI8W1,E:G2V1AZDCK9,11,13,Wednesday,8,9,8,9
E:G8SCMJYVUP,E:L9DA95AO5K,4,32,Wednesday,3,5,3,5
E:DNBT2SCQ6W,E:W48XC1T4BI,1,10,Wednesday,4,5,4,5
E:HKL2EHWIYD,E:YMGN7QVBY5,3,11,Wednesday,3,4,3,4
E:7NTC1JZJ5E-00003,E:AIYOHYMUZW-00008,4,9,Tuesday,3,4,3,5
E:7NTC1JZJ5E-00009,E:AIYOHYMUZW-00008,4,9,Tuesday,4,5,3,5
E:AIYOHYMUZW-00008,E:GGETC8E638-00002,4,9,Tuesday,3,5,4,5
E:JP1EWPU7KT-00001,E:VX6PF2LS9M,1,32,Thursday,2,3,2,4
E:4BDQDNNKBS,E:8W711RNEYO,1,11,Monday,1,2,1,2
E:4XUTI1GCBE,E:BOX15LDHX5,1,32,Monday,0,1,0,1
E:4XUTI1GCBE,E:P4PTSVKG5O,1,32,Monday,0,1,0,1
E:AUS5JVR2S9,E:DPG2QMDAYW,1,10,Monday,0,1,0,1
E:DPG2QMDAYW,E:RA824GV42K,1,10,Monday,0,1,0,1
E:DPG2QMDAYW,E:XWSR4Y4J6Y,1,18,Monday,0,1,0,1
E:INML8AQUUU,E:RA824GV42K,1,10,Monday,0,1,0,1
E:EH7RA6VUBP,E:VU1JANO8CF-00003,5,11,Thursday,6,8,6,7
E:EH7RA6VUBP,E:XBC1DU2X9R-00003,5,11,Thursday,6,8,6,8
E:5RHH1338KU-00001,E:5RHH1338KU-00004_3,2,14,Monday,0,8,1,9
E:5RHH1338KU-00002,E:5RHH1338KU-00004_3,2,14,Monday,0,8,1,9
E:5RHH1338KU-00003_1,E:5RHH1338KU_3,1,14,Tuesday,1,9,1,9
E:5RHH1338KU-00003_1,E:QLVTOXF881_3,1,14,Tuesday,1,9,1,9
E:5RHH1338KU-00003_1,E:VR58VZIU6H_2,1,14,Tuesday,1,9,0,8
E:5RHH1338KU-00004_3,E:7T228VUIHY-00002,2,14,Monday,1,9,0,2
E:5RHH1338KU-00006_1,E:6E7MOU925Q-00001_1,1,31,Thursday,1,9,1,9
E:5RHH1338KU-00006_1,E:6E7MOU925Q_1,1,31,Thursday,1,9,1,9
E:5RHH1338KU-00008_3,E:6E7MOU925Q-00004_4,2,31,Wednesday,1,9,1,9
E:5RHH1338KU_3,E:QLVTOXF881_3,2,14,Tuesday,1,9,1,9
E:HS52PW4ONE_2,E:WDNO2798TR_3,1,14,Wednesday,0,8,0,8
E:9JZPKNZWD9,E:J6VOP5SA8D,1,32,Thursday,1,2,1,2
E:5UDZ6ZCMLJ,E:L1VS8S6VN1-00005,5,9,Wednesday,5,7,5,6
E:5UDZ6ZCMLJ,E:WFY1M4RGCH-00009,5,9,Wednesday,5,7,6,7
E:72A39II5BX-00001,E:8ZNUSQB5QL,6,31,Monday,1,2,0,2
E:72A39II5BX-00001,E:GFAA8G5MRJ,2,32,Monday,1,2,0,4
E:QF3TCD43MA,E:X3D2P824SS,3,14,Monday,0,2,0,2
E:4MFVOSQRUM,E:Z1IN99PNJG,1,32,Monday,4,5,4,5
E:G1SIQ2I1FU,E:TFOIB5RNE7,2,11,Monday,6,7,6,7
E:AUS5JVR2S9,E:MMC8T7CLS5,1,10,Monday,0,1,0,1
E:HAO198GUR1,E:MMC8T7CLS5,1,10,Monday,0,1,0,1
E:MMC8T7CLS5,E:XWSR4Y4J6Y,1,18,Monday,0,1,0,1
E:79KO8OFI2X,E:V58YYMZQ3Z,1,10,Thursday,6,7,6,8
E:79KO8OFI2X,E:WOD6MHZJCO,1,9,Thursday,6,7,6,7
E:79KO8OFI2X-00003,E:EQQXUM47EE,1,32,Tuesday,0,1,0,2
E:AZ76YXHXXP,E:JA44KSWLPQ-00001-00001,1,9,Friday,0,1,0,1
E:D5AYRI5SB4,E:J363PZW32M,1,26,Wednesday,1,2,0,2
E:V58YYMZQ3Z,E:WOD6MHZJCO,1,10,Thursday,6,8,6,7
E:GSY3CQKU13,E:WZUGV2N9LM,1,10,Tuesday,6,8,6,7
E:I33L29XVQZ-00002,E:ZHIGBMHFLG-00002,2,32,Thursday,7,8,7,8
E:M91POSTFGZ,E:WNLYSB2K33,2,9,Tuesday,2,3,2,3
E:M91POSTFGZ-00001,E:WNLYSB2K33,2,9,Tuesday,2,3,2,3
E:4SHMTHN14W,E:XVL9BZZVNC,1,32,Thursday,7,9,7,9
E:4XGJW3VTSP,E:WTNYQQW2FB,1,10,Wednesday,4,6,5,7
E:5XGE661OV2,E:IZX29TIGB5,1,10,Monday,0,1,0,1
E:6WA7FHDAMP,E:UGOJCT7YCM,1,34,Tuesday,5,6,5,7
E:DW5LDBRYQL,E:UGOJCT7YCM,1,34,Tuesday,6,7,5,7
E:IZX29TIGB5,E:U5PYIFCRQR,1,10,Monday,0,1,0,1
E:ALBPMPV1XN,E:CGTCQ9VQQI,2,29,Monday,0,1,0,2
E:BFAHM7T2G6,E:D4PO9Q7RT2,2,30,Thursday,6,7,6,7
E:5PRYO2CW5P,E:N93D8HIGWO,8,10,Monday,4,6,4,6
E:65GFAC1Y9T,E:MHGU44722I,1,10,Tuesday,6,7,6,7
E:81PVQ6H47I,E:SLJYK3B7KM,1,26,Monday,4,6,3,5
E:1FU9M5EOO3,E:8UNUXLBWP7,1,26,Monday,3,5,4,5
E:3O2F34HMHG,E:WH6PQPPI5P,19,17,Monday,5,7,6,7
E:49HF56ER6V,E:MLIJMHK2HR-00005,18,35,Tuesday,5,7,5,6
E:D5IEITO3BH,E:U1QKW4FSHH,25,18,Wednesday,6,7,6,8
E:RLOEX5HUUG,E:ZC3JYX3J25,5,14,Friday,0,2,0,2
E:CEV718GXF7,E:LQU6SU366F,4,29,Monday,0,2,0,1
E:HTZTSP69EV,E:JKMENIRANO,15,13,Thursday,1,3,2,6
E:5I172E6JZI,E:EMPL8WLCGF,3,9,Wednesday,2,3,2,3
E:KNB52RYQ6D,E:QHAPIY3W5C,1,27,Friday,2,4,1,3
E:3Y9XC7KUVJ,E:B2R6G1ID3K_2,10,36,Monday,0,2,1,9
E:634GRQFS1I_1,E:H3GCM9IT7Z_2,3,13,Monday,5,9,0,8
E:CDT72P6CU6,E:H3GCM9IT7Z_2,3,13,Monday,0,2,0,8
E:L4HYDEKETY_2,E:YRGF36F21H_1,2,13,Thursday,0,2,1,9
E:QM1GULA92Z_1,E:RGAZM76OQN_2,1,10,Tuesday,1,9,8,9
E:9EP7K3TGAD,E:RCK8HD34B4,16,10,Thursday,2,4,1,3
E:BWANORLS8U,E:BX7M3Q2GSK,4,11,Thursday,1,3,1,3
E:BX7M3Q2GSK,E:E5DY97XN27,21,11,Thursday,1,3,1,2
E:E5DY97XN27,E:RCK8HD34B4,21,10,Thursday,1,2,1,3
E:OA4ART4XTM,E:OXLUA6JHWU,16,17,Monday,5,7,5,7
E:OXLUA6JHWU,E:WH6PQPPI5P,21,17,Monday,5,7,6,7
E:4BTQHTINO1,E:IT38VQMB5X,5,28,Thursday,8,9,7,9
E:67KTZRGIXD,E:9V7DA9XDMU,1,28,Wednesday,3,5,3,5
E:67KTZRGIXD,E:VO3MRY2O9M,3,28,Wednesday,3,5,3,5
E:9V7DA9XDMU,E:TDBPOLE87C,1,28,Wednesday,3,5,3,4
E:TDBPOLE87C,E:VO3MRY2O9M,3,28,Wednesday,3,4,3,5
E:RR45D9DQEL,E:RUW6SLN8XC,1,32,Tuesday,7,9,7,9
E:5XTJ1AK2O1,E:RXJ5DMZ6YG,4,30,Wednesday,3,4,3,4
E:R6JACKRMI5,E:RXJ5DMZ6YG,3,30,Wednesday,3,5,3,4
E:5K9MOF26IB,E:9268GGU8YJ,2,32,Thursday,2,4,2,4
E:5TF93H7MID,E:QHAPIY3W5C,1,33,Friday,0,2,1,3
E:EFM8ZLZFJW,E:NOUW3VB8SK,2,26,Monday,5,7,5,7
E:56QQNKPQ73,E:Y322P1U727,1,10,Monday,0,2,0,2
E:4CLBMHQBX9,E:Z1B5NNLVRJ,2,26,Monday,2,4,3,5
E:9SKJ7DISIA,E:Z1B5NNLVRJ,3,26,Monday,4,5,3,5
E:94EUFFG6MV,E:RXL2ZUNN6P,12,11,Monday,5,7,4,6
E:K89GWZ5L69,E:VX9ZPIMVZA,16,17,Tuesday,6,8,6,7
E:2NW35LFQYI,E:JJUP5V1169,2,15,Tuesday,7,8,5,8
E:5I172E6JZI,E:RVNWZETQ1X,1,9,Wednesday,2,3,0,3
E:44ONFQWNX1,E:EA2QX639YV,1,26,Monday,4,6,3,5
E:9SKJ7DISIA,E:EA2QX639YV,4,26,Monday,4,5,3,5
E:BUIEBB7PWX,E:VQJ1Q8PQYR,2,13,Wednesday,3,5,3,5
E:1KVJXI3CAM,E:GUCRMU7XN3-00001,2,27,Wednesday,2,3,1,3
E:3GQCUB17T1,E:E2CLATMOZJ,1,9,Thursday,4,6,5,6
E:5AB85WSTLF,E:RFP53HXC9F,3,32,Wednesday,4,6,4,6
E:RFP53HXC9F,E:TUCV95TKI3,5,28,Wednesday,4,6,5,7
E:65GFAC1Y9T,E:JJUP5V1169,1,15,Tuesday,6,7,5,8
E:65GFAC1Y9T,E:KG5HBPF1TY,1,11,Tuesday,6,7,6,8
E:EUNMK7PMDJ,E:RVNWZETQ1X-00001,2,34,Thursday,3,5,2,5
E:GUTB4ZJ4VA,E:S4TH3UI72W,13,14,Tuesday,2,4,1,3
E:JJUP5V1169,E:KG5HBPF1TY,2,15,Tuesday,5,8,6,8
E:JJUP5V1169-00001,E:MKF88ZA4BG,2,30,Tuesday,0,3,2,4
E:ND7KMWK2DF,E:XUNFD57M4F,2,26,Monday,2,4,1,3
E:ND7KMWK2DF,E:Z1B5NNLVRJ,1,26,Monday,2,4,3,5
E:C99SMN1JBC-00001,E:NS7OWYUVBZ,2,27,Friday,1,2,1,3
E:KNB52RYQ6D,E:NS7OWYUVBZ,1,27,Friday,2,4,1,3
E:N3E9OEZ562,E:P2E8SOIJ8T,1,26,Monday,7,9,7,9
E:8X4TB9ABF7,E:IT6GQHICU1,2,32,Thursday,2,4,1,3
E:GS5L7RJO7O,E:YEYGNYT4VV,8,11,Thursday,2,3,2,4
E:IT6GQHICU1,E:XW6X1TW8IQ,3,32,Thursday,1,3,1,2
E:327D9Y2IWI,E:RFP53HXC9F,2,37,Wednesday,3,5,4,6
E:9268GGU8YJ,E:YPJ2XM8BPZ,4,32,Thursday,2,4,2,4
E:Q4FNJO2CZE,E:ZVN97TL43Q,2,12,Thursday,4,5,4,5
E:F8SMZNAQ5H,E:J52ADBS4C3_1,2,11,Wednesday,1,3,2,3
E:TV62S8235W,E:V7H2J9BBFQ,2,32,Monday,3,5,4,5
E:C99SMN1JBC-00001,E:UPA8U6RHVY,8,27,Friday,1,2,0,2
E:FKHZHFVNLR,E:GTSU5S28GD,2,30,Monday,1,3,0,2
E:3FTIYZN9M6,E:MLIJMHK2HR-00005,6,29,Tuesday,5,7,5,6
E:59DWRCD6LK,E:JYYDCC6KON,23,12,Thursday,4,5,3,5
E:6CHIRY3I3L,E:E5DY97XN27,23,17,Thursday,1,3,1,2
E:8FCVP63OKR,E:E5DY97XN27,23,13,Thursday,0,2,1,2
E:5I172E6JZI,E:EK19EP2EH8,2,9,Wednesday,2,3,2,3
E:EBP7DBMNMA,E:QHAPIY3W5C,3,32,Friday,0,2,1,3
E:EBP7DBMNMA,E:UPA8U6RHVY,2,32,Friday,0,2,0,2
E:F9NW2ABX9P,E:QHAPIY3W5C,3,26,Friday,2,4,1,3
E:QHAPIY3W5C,E:UPA8U6RHVY,1,32,Friday,1,3,0,2
E:1UOXNWAFDQ,E:G9TSB9WINT,13,11,Monday,5,7,5,7
E:1UOXNWAFDQ,E:WH6PQPPI5P,19,17,Monday,5,7,6,7
E:9SKJ7DISIA,E:SLJYK3B7KM,2,26,Monday,4,5,3,5
E:G9TSB9WINT,E:WH6PQPPI5P,19,17,Monday,5,7,6,7
E:5PRYO2CW5P,E:AC964SLJFZ,4,10,Monday,4,6,5,7
E:J73KGWQXD4,E:OKEQ2YLE42,1,27,Monday,3,5,3,5
E:44ONFQWNX1,E:Z1B5NNLVRJ,1,26,Monday,4,6,3,5
E:AOUSD5VGTA,E:PX2NUMDXPF,1,27,Monday,0,6,0,2
E:IOHTI6PUFW,E:Z42B145TJW,1,35,Thursday,0,2,0,2
E:G8SCMJYVUP,E:S5OC1G3ZFM,6,26,Wednesday,3,5,4,6
E:A6KUVJPCWB,E:TN9K88HJ4D,5,10,Thursday,2,3,1,3
E:9268GGU8YJ,E:T8HMGX8QCI,2,32,Thursday,2,4,3,5
E:3VX7JUBIPD,E:BUJOSLKOEX,1,36,Monday,2,3,2,4
E:6U9MMNRW8E,E:ND7KMWK2DF,2,26,Monday,2,4,2,4
E:6U9MMNRW8E,E:XYXOP1N9WB,2,27,Monday,2,4,1,3
E:ANIYZEHQ86-00003,E:QHAPIY3W5C,3,27,Friday,0,2,1,3
E:2XOWQL6435,E:MLIJMHK2HR-00005,7,32,Tuesday,5,7,5,6
E:PL42MRBHIJ,E:YCJTOGLVEH,3,26,Monday,2,4,3,5
E:V7H2J9BBFQ,E:YCJTOGLVEH,6,26,Monday,4,5,3,5
E:9G9DZPE8YR,E:VO3MRY2O9M,1,26,Wednesday,3,5,3,5
E:GUEVC28PS4,E:OANYEUHHGZ,1,29,Monday,5,7,4,7
E:GUEVC28PS4,E:V6NXXE8U85,1,28,Monday,5,7,4,6
E:GT4NXK6SEF,E:SP2G1YEE3B,1,27,Wednesday,6,8,6,8
E:2XBGT3XMOK,E:AUBSI5DL7A,8,28,Monday,0,1,0,2
E:3BNXL2WY5N,E:9PDLKGZ4RP,3,10,Monday,5,7,6,8
E:3BNXL2WY5N,E:WH6PQPPI5P,16,17,Monday,5,7,6,7
E:5BLXJBW6DB,E:6OHY8WTUDV,10,26,Tuesday,1,3,2,3
E:6QMVFFIS94,E:PZMR4HYNHM,1,32,Thursday,7,8,6,8
E:6QMVFFIS94-00001,E:AUBSI5DL7A,2,26,Monday,1,3,0,2
E:7BP2OBSM4N,E:KY55TO7FTJ,10,34,Wednesday,2,3,1,3
E:AR4VM5OABK,E:MLIJMHK2HR-00005,9,35,Tuesday,4,6,5,6
E:CNUFXLNGBQ,E:J156NL8OMK,10,27,Thursday,1,3,2,4
E:J73KGWQXD4,E:SLJYK3B7KM,2,27,Monday,3,5,3,5
E:56BSUZ4IN1,E:GUCRMU7XN3-00001,3,27,Wednesday,0,2,1,3
E:P4L12TU7N8,E:T8HMGX8QCI,2,26,Thursday,4,6,3,5
E:15XD4WQ3AK,E:55LYP5UJSF,13,10,Tuesday,2,4,3,5
E:15XD4WQ3AK,E:MLIJMHK2HR-00004,17,10,Tuesday,2,4,3,4
E:55LYP5UJSF,E:MLIJMHK2HR-00004,18,10,Tuesday,3,5,3,4
E:6ZIM55HFRL,E:J52ADBS4C3_1,13,11,Wednesday,2,4,2,3
E:J156NL8OMK,E:Z52L6LUEEZ,9,27,Thursday,2,4,1,3
E:RFP53HXC9F,E:XUZG93GN7A,1,26,Wednesday,4,6,5,7
E:TUCV95TKI3,E:XUZG93GN7A,2,28,Wednesday,5,7,5,7
E:L95ZT5KUSK,E:YEIPV7RJH9,2,14,Monday,3,5,4,6
E:TNGCVGGQN7,E:YEIPV7RJH9,3,14,Monday,5,7,4,6
E:TQYSRLBEMA,E:VQGQUZN7M8,2,11,Thursday,4,6,5,7
E:AH82TH3J2I,E:ZVRD2SRODB,3,9,Monday,7,8,7,8
E:2XBGT3XMOK,E:BS66CN4333,13,28,Monday,0,1,0,3
E:AUBSI5DL7A,E:BS66CN4333,2,27,Monday,0,2,0,3
E:VX9ZPIMVZA,E:XBBM73YO8N,9,13,Tuesday,6,7,5,7
E:3BNXL2WY5N,E:KJPVI7R15J,1,14,Monday,5,7,6,8
E:3BNXL2WY5N,E:OA4ART4XTM,6,17,Monday,5,7,5,7
E:3BNXL2WY5N,E:OXLUA6JHWU,10,12,Monday,5,7,5,7
E:KJPVI7R15J,E:OXLUA6JHWU,4,14,Monday,6,8,5,7
E:6RDPYTTRWY,E:8M847F979A,1,10,Thursday,5,7,4,6
E:8M847F979A,E:F5EO71V4NC,1,10,Thursday,4,6,5,7
E:GT4NXK6SEF,E:GUCRMU7XN3,2,32,Wednesday,6,8,5,7
E:81PVQ6H47I,E:ZUYUKYXYST,3,32,Monday,4,6,4,6
E:2IY8DDDYUC,E:LMDTYKRYE4,1,32,Monday,3,5,2,4
E:JJUP5V1169,E:QBB3LQZ3KJ,5,15,Tuesday,5,8,5,7
E:6QMVFFIS94-00001,E:O1T67KSP57-00001,5,32,Monday,1,3,1,2
E:5I172E6JZI,E:KWUN49OF8A,1,15,Wednesday,2,3,1,3
E:9SKJ7DISIA,E:V7H2J9BBFQ,5,32,Monday,4,5,4,5
E:9YA44XHVR8,E:JJP1BZVE2H,4,34,Thursday,1,2,0,2
E:NEEUFMJVLA,E:YF9B9FA4RR-00001,1,11,Thursday,1,3,1,3
E:AUS5JVR2S9,E:CBEXRYTLMF,1,9,Monday,0,1,0,1
E:AUS5JVR2S9,E:EQ4EJNQH16,1,9,Monday,0,1,0,2
E:CBEXRYTLMF,E:XWSR4Y4J6Y,1,18,Monday,0,1,0,1
E:EQ4EJNQH16,E:XWSR4Y4J6Y,1,18,Monday,0,2,0,1
E:RF1E4Q3CV7,E:ZVKGZ3BIFT-00001,1,9,Thursday,4,5,4,5
E:2S21W3KL8W-00010,E:HTMYTYGDTG-00001,1,9,Wednesday,2,4,3,4
E:D1PXZRL58O,E:RDAXWMI93I-00010,1,32,Tuesday,6,8,5,7
E:3S5U4U7FD1,E:I5ABMKW6IT,15,34,Monday,0,1,0,2
E:8X8LBHM28C,E:I5ABMKW6IT,15,34,Monday,0,1,0,2
E:9I9OXRL5EK,E:RA5BDKB2O6,10,13,Monday,0,3,1,2
E:AC52XKZDTQ,E:E75EH7HK8R,15,14,Monday,8,9,7,9
E:CS2EJBE6QT,E:I8V1WKT3NU,10,11,Monday,0,3,0,1
E:CS2EJBE6QT,E:IFFJ4PYMR8,10,11,Monday,0,3,2,3
E:E75EH7HK8R,E:LKFHLXO8DW,15,14,Monday,7,9,5,8
E:I5ABMKW6IT,E:OGCMSEX979,15,34,Monday,0,2,0,1
E:I62RVRBE57,E:UU3J3BQKPX_1,14,32,Wednesday,1,2,1,3
E:IXZIBIGJCU,E:W9RKVRTSI6,10,18,Monday,0,2,0,3
E:J86U4ZYSYC_1,E:Z1NORQJMY6_7,1,14,Tuesday,3,5,2,5
E:QU4DOON7NB,E:W9RKVRTSI6,10,18,Monday,1,2,0,3
E:AUYOLUPT64,E:Q58COMQOQ6,1,12,Wednesday,5,6,5,6
E:HHSUW3UK3A-00001,E:Y2VBABQRPK-00002,5,9,Monday,0,1,0,1
E:QDSIQLOI7O,E:XS41KZMFK7-00002,4,33,Monday,0,1,0,1
E:DZN8AXPDJI,E:TO2WS6X492-00001,1,19,Wednesday,3,5,2,4
E:8DO1STKTHE,E:MUCF4WSEMQ,1,9,Friday,0,1,0,2
E:8DO1STKTHE-00002,E:D7BTL5FTID,1,10,Wednesday,3,4,3,5
E:E6HRL8ZYFP,E:JMF1L4WYK1,1,16,Monday,6,7,4,7
E:CG5B6UAINI,E:KQ322GA93N,3,32,Monday,2,3,2,3
E:W736YGVKLU,E:WSTP3H4T4B,1,9,Wednesday,4,5,4,5
E:R7Y6JU1PSI,E:ZHHIJ2MX9Q,8,19,Tuesday,3,4,3,4
E:5Q7UETA6SN,E:Q1BEBFTKWP-00001,2,32,Tuesday,5,6,5,6
E:5Q7UETA6SN,E:XS41KZMFK7,2,32,Tuesday,5,6,5,6
E:ANBU9KSKJN,E:M4QMLFVIMM-00003,1,10,Thursday,3,4,3,4
E:ANBU9KSKJN,E:N3WQMCG1TU,1,10,Thursday,3,4,3,4
E:HHSUW3UK3A-00002,E:RLEIM3QX78,4,9,Tuesday,4,5,4,5
E:M4QMLFVIMM-00003,E:N3WQMCG1TU,2,9,Thursday,3,4,3,4
E:3ILDYP6R65,E:QR5Z6NH6WS-00001,1,32,Thursday,1,2,1,2
E:4KPZINT6O9,E:VR3AU169ZE,1,10,Tuesday,3,5,4,5
E:7CPZ6OHKJS,E:PW2Y26XA33-00001,1,9,Monday,1,2,1,2
E:9UFY5444F9_1,E:EV3S44CHVP,1,32,Wednesday,0,3,0,1
E:9V95VG9ST9,E:H94QTAOIAH,1,15,Monday,0,1,0,1
E:9V95VG9ST9,E:H94QTAOIAH-00001,1,15,Monday,0,1,0,1
E:9V95VG9ST9,E:H94QTAOIAH-00002,1,15,Monday,0,1,0,1
E:9V95VG9ST9,E:H94QTAOIAH-00003,1,15,Monday,0,1,0,1
E:AUV2IQOYWI,E:QR5Z6NH6WS-00001,1,32,Thursday,1,2,1,2
E:SPXT3ASG1U,E:UPDJISUFLG,1,32,Monday,1,2,0,2
E:EHW69Y9VCL-00002,E:YIQETXFD2B,1,11,Friday,0,2,0,1
E:FGQHAFI6F6,E:SU3XJSACC7,17,32,Friday,2,3,2,3
E:GF6XZ6RAFK,E:PLM668SV12,1,32,Wednesday,4,6,3,5
E:1S6SQDXJCP,E:DLA7KLH52O,1,19,Tuesday,1,4,1,4
E:7CU3YTTWNB,E:LCEZDQB279,1,35,Wednesday,3,6,4,6
E:1TKSQ4VPNF,E:6C6TYI8AYJ,2,10,Monday,0,2,0,1
E:1TKSQ4VPNF-00001,E:F67EEPAS8K,8,32,Monday,0,2,0,1
E:2X57K7R4FY,E:6C6TYI8AYJ,2,10,Monday,0,2,0,1
E:6C6TYI8AYJ,E:DTKUXFDLVH,2,18,Monday,0,1,0,1
E:6C6TYI8AYJ,E:LY1QVUOZC3,2,10,Monday,0,1,0,2
E:6C6TYI8AYJ,E:MGT5S66DZU,2,10,Monday,0,1,0,1
E:F67EEPAS8K,E:LY1QVUOZC3-00001,8,32,Monday,0,1,0,2
E:F67EEPAS8K,E:NCI84WNW7K-00001,8,32,Monday,0,1,0,2
E:F67EEPAS8K,E:UYCVOAYZYV,8,32,Monday,0,1,0,1
E:F67EEPAS8K,E:ZCNZP66LDA,8,32,Monday,0,1,0,2
E:2CEFOFDTB2,E:JHTJOERH8W,2,35,Wednesday,3,6,3,5
E:2JUALF47OA,E:561VFN6JYQ,2,11,Thursday,6,7,4,7
E:2JUALF47OA,E:R2C8WFPPF7,2,19,Thursday,6,7,6,7
E:2JUALF47OA,E:R2C8WFPPF7-00001,2,19,Thursday,6,7,5,7
E:561VFN6JYQ,E:DL6FHKJNM6,2,11,Thursday,4,7,6,7
E:DL6FHKJNM6,E:R2C8WFPPF7,2,19,Thursday,6,7,6,7
E:DL6FHKJNM6,E:R2C8WFPPF7-00001,2,19,Thursday,6,7,5,7
E:GJT71QBD71,E:WOGJPTAS5I,2,9,Wednesday,5,6,5,7
E:O1R7C1M9OC,E:ZGKGY1WBI8_3,2,12,Tuesday,5,7,6,9
E:2ZP3HYC2S3,E:LQ8I3A6KPI,1,10,Monday,6,7,6,7
E:EXATR9BYQT,E:TBOL3JNZ1X,2,18,Thursday,0,1,0,1
E:AUS5JVR2S9,E:ICUQ42Z2T9,6,10,Monday,0,1,0,1
E:ICUQ42Z2T9,E:XWSR4Y4J6Y,6,18,Monday,0,1,0,1
E:AMAJ5OWMZN-00002,E:R9B1YQOQEO,1,32,Monday,5,6,5,6
E:B442WZW8BQ,E:WHJUADXV4V-00002,1,9,Wednesday,5,6,5,6
E:1PGXDSFHDE,E:ON1USID1GM,3,29,Monday,3,5,4,5
E:1PGXDSFHDE,E:QR5Z6NH6WS-00003,3,32,Monday,3,5,3,4
E:1PZNFYJZV3,E:8I68ADZ1X5,1,27,Thursday,2,5,3,5
E:1PZNFYJZV3,E:FT9G2I7DFC,1,27,Thursday,2,5,4,6
E:5QSP8XNI7J,E:PW2Y26XA33-00002,9,19,Monday,8,9,8,9
E:678J2S4MB9,E:LM5S693MQD,2,18,Wednesday,7,8,5,8
E:6SI4EJLXLU,E:N4XXK9BJPB-00001,1,32,Tuesday,2,5,3,4
E:7LZ7DNSFXQ,E:8DP83FLEHM-00001,3,19,Thursday,1,3,2,4
E:7LZ7DNSFXQ,E:RX9D98SMJ4,2,10,Thursday,1,3,2,4
E:8DP83FLEHM,E:ZTX93QYZGT,1,17,Wednesday,1,3,0,3
E:9HI2LAUXKO-00001,E:AB2Q2JYE3A,1,35,Thursday,8,9,6,9
E:AB2Q2JYE3A,E:BXXLRNT19U,1,35,Thursday,6,9,5,7
E:AB2Q2JYE3A,E:N4XXK9BJPB,1,35,Thursday,6,9,7,8
E:B7CLM9EZR7-00001,E:GW6WXVV2KC_1,1,30,Wednesday,5,6,3,6
E:BXXLRNT19U-00001,E:PP8XD7BY21,2,37,Friday,0,2,1,2
E:GW6WXVV2KC_1,E:SMZW3PHSIW,1,32,Wednesday,3,6,3,4
E:OM3A3FTRKS-00001,E:RX9D98SMJ4,4,10,Thursday,2,3,2,4
