event1,event2,shared_students,week,day,start1,end1,start2,end2
E:A8GTTKIGRD,E:WWR7W3QP8W,7,33,Thursday,0,2,1,2
E:DOCP8UNDOV,E:HDBJDRS6EA,1,33,Wednesday,2,3,1,3
E:DOCP8UNDOV,E:P49BGLJM8O-00001-00001,1,33,Wednesday,2,3,1,3
E:DOZJMK8PIQ,E:PAH4GYAEKV,1,9,Wednesday,1,3,1,2
E:FKXY7LV37O,E:RH45HYQFEI,7,11,Thursday,4,6,4,6
E:FKXY7LV37O,E:Z5V1N28J5G,3,11,Thursday,4,6,5,6
E:HDBJDRS6EA,E:P49BGLJM8O-00001-00001,5,33,Wednesday,1,3,1,3
E:JKW978STXT,E:VSG9LI31KN,1,9,Wednesday,4,5,4,5
E:N5MEX5OBE2,E:Y9L2J2L6WC,1,9,Monday,7,8,7,8
E:RH45HYQFEI,E:Z5V1N28J5G,4,11,Thursday,4,6,5,6
E:IINDXDRYJ4,E:T55NS8FLFY-2,5,18,Tuesday,4,5,3,5
E:8C626AD8YQ,E:UJXLK3L1JT-00001,4,9,Thursday,6,7,6,7
E:3T2MU5HNGQ,E:ABEEGK3VRZ,1,32,Monday,0,1,0,1
E:3UZI8FEOOE,E:LHDW18CNYM,136,9,Monday,0,1,0,1
E:5N5MDH4ZTW,E:6WA7FHDAMP,1,32,Tuesday,4,6,5,6
E:5N5MDH4ZTW,E:CS5KT2O31H-00001,1,36,Tuesday,4,6,4,5
E:6DAZRQHQRZ,E:CS5KT2O31H,1,32,Tuesday,0,1,0,1
E:9NX3MIYPW2-00001,E:9NX3MIYPW2-00002,8,9,Tuesday,2,3,2,3
E:9NX3MIYPW2-00003,E:AY7IEA35OJ,1,18,Friday,2,3,2,3
E:CKF6PRCRJW-00001,E:FZ4JDHWN6Q,6,10,Wednesday,1,2,1,2
E:ES9YALXSWL-00001-1,E:K5UTZKKSTG,1,19,Monday,1,2,1,2
E:PMUV3IEC4O-00002,E:Y92PSULJD5,9,36,Wednesday,5,7,6,7
E:9XRFIEIQBN,E:XE6JVT373G-00005,1,10,Friday,2,3,2,3
E:GVDSBKIG8D,E:JIXLVLXJPS,2,32,Wednesday,3,6,3,5
E:GVDSBKIG8D,E:JWFEH7ZS73,3,32,Wednesday,3,6,3,4
E:JIXLVLXJPS,E:JWFEH7ZS73,17,32,Wednesday,3,5,3,4
E:XFA86TXQ5R,E:XRH2KSOXA5,4,17,Tuesday,1,3,1,3
E:A5YOJOPT6F,E:KMJN49OM8Q,2,32,Wednesday,3,6,3,5
E:4T8684Q1YK,E:OI4SJUJLOS,27,32,Monday,6,7,5,7
E:73YICAELM4,E:SNPQUDNDS4,7,32,Tuesday,3,7,4,5
E:7V5BGOBBY6,E:9WTFTGETUH,38,17,Wednesday,3,4,2,4
E:7V5BGOBBY6,E:9WTFTGETUH-00004,38,17,Wednesday,3,4,3,5
E:G8XRDVG9EH-00002,E:PKOOKRDXWX,19,11,Tuesday,6,8,7,9
E:G8XRDVG9EH-00002,E:T4UKF9VPLT,73,10,Tuesday,6,8,6,7
E:K4B4RZ84HB,E:R4KL5RXZ4U,33,32,Monday,7,8,7,8
E:MQODGFH4KZ,E:MSEG2WTQIU,190,18,Thursday,7,8,7,8
E:MSEG2WTQIU-00001,E:PKOOKRDXWX,39,11,Tuesday,8,9,7,9
E:P756CXZS6A,E:VNLK81IHVB,61,32,Thursday,6,8,7,8
E:AK97PP73CD,E:PUDASTQELB,1,29,Wednesday,4,7,6,8
E:PUDASTQELB,E:RCETSU59EZ,1,32,Wednesday,6,8,7,8
E:G1S9H1MXIR,E:RE2LSFM3MK,14,19,Tuesday,5,7,6,8
E:TIGKYJQJLY,E:W83W91ZV8M-00001,2,11,Tuesday,7,8,7,8
E:VRBTAVHPN8,E:WCWIQC4MOJ,1,11,Wednesday,6,7,6,8
E:2VN1DMBZ6B,E:K472Y8O6OL,2,33,Wednesday,6,9,4,7
E:BC5K4TET67_2,E:PO3H3R96WD,1,16,Thursday,0,4,2,3
E:DYQWGIHW64,E:EPNJH3IZEY,1,37,Tuesday,7,8,1,9
E:HMFZLVBW74,E:LQZ4F8UOWD,1,25,Monday,1,3,1,3
E:FKFH36HISN,E:MJ9GFKZ2EZ,1,33,Wednesday,5,7,5,6
E:FAW5O9AMTS,E:O43S4N916F,2,35,Wednesday,2,4,1,3
E:13K1FPRR63,E:XBW5KCSQVX,1,9,Tuesday,3,5,4,6
E:3Z986IDGOJ-00001_3,E:F8FBGYM9X4-00001,2,15,Wednesday,0,7,0,3
E:3Z986IDGOJ-00001_3,E:I1GU6T3GKW-00002,18,17,Wednesday,0,7,1,2
E:3Z986IDGOJ-00003_5,E:J8TY43ZEN7,13,36,Wednesday,0,7,2,4
E:6T5MVMS3KB,E:BIZ4UKNYQK,2,35,Tuesday,2,3,0,7
E:78QGRPSRNZ,E:BIZ4UKNYQK,1,35,Tuesday,4,5,0,7
E:F8FBGYM9X4,E:I1GU6T3GKW,14,9,Wednesday,0,3,2,3
E:I5S3M9GNDQ-00001,E:Y1J5GKU946,88,12,Monday,3,4,3,4
E:LP5KLQRNSY-00002,E:ZFV9GGEFTQ,88,30,Wednesday,7,8,6,8
E:NK4CAZPQ48,E:NL54455LBE,14,11,Friday,1,2,1,2
E:9KM15GH8AB,E:Q58XEBXXDJ,1,32,Wednesday,0,3,0,1
E:1GMM9CLJSI_2,E:LDWIFCTWDB-00004,1,9,Thursday,4,7,3,5
E:M7CAIKP1X1,E:TH9CZCCEKY,12,9,Wednesday,3,5,3,5
E:8EDQDIB5SS,E:CNG6Q67O3Y,7,17,Monday,0,2,0,1
E:8EDQDIB5SS,E:GKJC7DJJ2E,7,17,Monday,0,2,0,1
E:8EDQDIB5SS,E:XIK62T52WO-00001,7,17,Monday,0,2,1,3
E:B8V56BPOYM,E:NA6UVYGORR,7,32,Monday,5,6,4,6
E:B8V56BPOYM,E:QOJ37OK5CU,2,35,Monday,5,6,4,6
E:BPDIOTWFF3,E:HB99JUMB62,7,32,Monday,0,1,0,1
E:BWY4UZOI5U,E:HB99JUMB62,7,35,Monday,0,5,0,1
E:BWY4UZOI5U,E:QOJ37OK5CU,2,35,Monday,0,5,4,6
E:CNG6Q67O3Y,E:GKJC7DJJ2E,7,17,Monday,0,1,0,1
E:CNG6Q67O3Y,E:GKJC7DJJ2E-00001,7,18,Monday,0,1,0,2
E:CNG6Q67O3Y,E:MWM7JYNL9J-00004,7,16,Monday,0,1,0,2
E:CNG6Q67O3Y,E:MWM7JYNL9J-00006,7,16,Monday,0,1,0,1
E:MWM7JYNL9J,E:MWM7JYNL9J-00001,7,9,Friday,0,2,0,1
E:MWM7JYNL9J-00003,E:VJKWL6O3A8,7,16,Friday,2,4,2,3
E:MWM7JYNL9J-00004,E:MWM7JYNL9J-00006,7,16,Monday,0,2,0,1
E:XIK62T52WO,E:YWQIZRL2PJ,7,14,Thursday,0,2,0,2
E:3ROO9WKIT4,E:8LUJXV14RM,4,32,Monday,1,2,1,3
E:3ROO9WKIT4,E:U2X793JRZT,2,32,Monday,1,2,1,2
E:8LUJXV14RM,E:U2X793JRZT,4,32,Monday,1,3,1,2
E:8KN5BJ66DN,E:TF8IUTWAPC,1,12,Thursday,3,5,4,5
E:9ATOC5O2CX,E:XSU4SXETMH,1,27,Wednesday,6,8,6,7
E:2AMDEGD9CU,E:S7DTI1591Y,1,32,Monday,7,9,6,8
E:45M9ODL7AX_3,E:ELARXOMG76,3,32,Wednesday,6,9,7,9
E:45M9ODL7AX_3,E:G9EAVFQGLZ,2,34,Wednesday,6,9,6,8
E:DL1URQ86HI,E:DMX37NILCJ,1,32,Monday,0,1,0,1
E:GVRJ25EQ1M,E:OA42AIO6W4,2,19,Wednesday,6,9,7,8
E:KVAE7PWJJN,E:TIGKYJQJLY,7,10,Tuesday,7,8,7,8
E:LXOLCV8X3S,E:S7DTI1591Y,5,33,Monday,6,7,6,8
E:O7K5GCOJDF,E:W689AXIKRO,3,10,Monday,3,4,2,4
E:1G6KEEQ1ZR,E:BRPHKRWW2E,2,10,Tuesday,1,3,1,3
E:1G6KEEQ1ZR,E:VY7F18HU75,2,17,Tuesday,1,3,1,4
E:1G6KEEQ1ZR,E:W1F8J1651V,2,16,Tuesday,1,3,2,3
E:1G6KEEQ1ZR-00001,E:UL9KIBY5AQ,2,11,Monday,0,2,0,3
E:8USJ3JE9N6,E:UL9KIBY5AQ,4,16,Monday,2,5,0,3
E:3X4FY42OA7-00001,E:ZONDXVRIIT,1,11,Tuesday,6,7,6,7
E:EXVVY4GAKW,E:Z1IN99PNJG-00001,4,32,Tuesday,2,3,2,3
E:K9P4TK4X3P-00001,E:KQC1LPE6U2-00001,3,32,Tuesday,1,2,1,2
E:FEUR886GIH,E:RFARPDOLIE,14,10,Monday,0,1,0,1
E:FEUR886GIH,E:SRFLEFTSCA,4,11,Monday,0,1,0,1
E:7ZTGAET9IJ,E:Y9BWF71RHB,2,27,Monday,0,2,1,3
E:HTM7Q12QT6,E:Y9BWF71RHB,2,33,Monday,0,2,1,3
E:U25CRRRQRB,E:UCPI9Q2BQO-00001,1,37,Thursday,1,5,2,3
E:U25CRRRQRB,E:Z25MXXMNFO,3,36,Thursday,1,5,3,5
E:4XP8IPGBSN,E:A3QWPFP4TS,1,29,Monday,3,6,4,5
E:EEF1H26DEA,E:LVEW8KCRUB,1,10,Tuesday,3,4,3,4
E:5JP4Z5LQNZ-00001,E:PL32JIOMLI,3,32,Wednesday,3,4,3,5
E:5JP4Z5LQNZ-00001,E:TMPJWN7XB5,8,32,Wednesday,3,4,3,5
E:8ADOI4HQ3V-00002,E:JAQCZLHWO1,4,33,Monday,0,1,0,2
E:AKUTHF7LV2-00001,E:RZX1HMKD6P,12,34,Monday,3,4,3,5
E:4JFLPV8WN9-00002,E:OXU4KT57FG,1,9,Monday,6,7,5,7
E:5JP4Z5LQNZ-00002,E:PL32JIOMLI,3,32,Wednesday,4,5,3,5
E:QXSE3OCJO2,E:R4LZTLX8VQ,10,37,Wednesday,0,8,0,1
E:2P41M6QINE,E:FWOME7DHUY,2,32,Thursday,2,5,2,3
E:IPGM79FISL_2,E:SJI4WXC9KH,47,18,Tuesday,1,9,1,9
E:IT4PBRCSDY-00001,E:UXHWJOQCMR-00002,8,10,Wednesday,2,3,1,3
E:5R8ZKXU626,E:CS15Y6GKA8,2,9,Wednesday,4,6,4,6
E:BT9143SEUE,E:DOHYENPE3Z,1,27,Monday,7,9,5,9
E:OV26JC275X,E:SGRNKCZQZN,2,16,Tuesday,5,6,5,7
E:2GRR577QFQ,E:A9ZWQLKJVA,1,32,Wednesday,0,3,2,3
E:A9YS5HGMKC,E:FFGGGSGWTI,1,13,Monday,0,1,0,1
E:7NOVETXHI1,E:JBQZRNCRPK,1,10,Monday,0,1,0,2
E:CMU7QA5VVY,E:JBQZRNCRPK,1,9,Monday,0,1,0,2
E:A9CJCLDEK7,E:WY16BX8C3S,4,34,Monday,5,7,6,7
E:CK1B7S6NH7_1,E:VBPJR8BYJE-00001,5,9,Monday,6,8,6,7
E:1TS7ICNX6F,E:QUOAOHH45N,2,12,Wednesday,3,5,3,5
E:3GNX8OW3IU,E:6SB83V4YXT,1,37,Friday,1,2,1,2
E:9EWRLNEVJZ,E:FTUNZA9QCI-00001,10,9,Thursday,6,7,6,7
E:1GDGRBQUYF,E:2KLM3YTB39,7,29,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00011,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00012,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00013,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00014,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00015,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00016,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00017,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00018,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00019,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00020,26,32,Monday,0,1,0,1
E:2KLM3YTB39,E:L95YH4FN3I-00021,26,32,Monday,0,1,0,1
E:8VROKYITBU,E:ROUDOFDE5J,29,10,Monday,6,9,6,8
E:EI6D7IEPIU,E:RUOHDYL332,29,15,Tuesday,6,7,4,7
E:JL4L7AUGLK-00001,E:URKK6CI1JN,16,12,Monday,0,3,0,1
E:RTJGXFPU57,E:URKK6CI1JN,16,19,Monday,0,3,0,1
E:URKK6CI1JN,E:VTL1IAIYGH-00001,27,14,Monday,0,1,0,1
E:7DB1QX5N3V-00001,E:J3EBOXVW34,3,34,Wednesday,3,5,4,6
E:9QK98YXIW5-00001-00001,E:LKL3SX3Q9Z,3,9,Thursday,6,7,5,7
E:1N4JJATEFF,E:UII5PM5S1Y-00002,2,34,Wednesday,8,9,7,9
E:1N4JJATEFF,E:UII5PM5S1Y-00003,2,34,Wednesday,8,9,7,9
E:5KVWKNEYJK,E:TZ7GZ98HKU,1,37,Wednesday,3,5,0,8
E:BEKLV8FDWA,E:TZ7GZ98HKU,2,37,Wednesday,0,8,0,8
E:GMTZNTGMYP,E:HZ9AKCQLYY,1,32,Thursday,4,5,4,5
E:GMTZNTGMYP,E:TQ2SCPU19Z,2,32,Thursday,4,5,4,5
E:HZ9AKCQLYY,E:UUJFL31GRB,1,32,Thursday,4,5,2,5
E:M9UQEJ3KBQ,E:TZ7GZ98HKU,2,37,Wednesday,1,9,0,8
E:NUSZK79F5T,E:WAK75IOZUR-00001,8,32,Tuesday,1,2,1,2
E:TQ2SCPU19Z,E:UUJFL31GRB,2,32,Thursday,4,5,2,5
E:29I5JCU37I,E:DRWWVGW6ER,3,12,Wednesday,7,9,7,9
E:D1KABOFT98,E:OYLMJQYSA2-00001,1,25,Wednesday,1,3,1,3
E:EYCBUYXHAE,E:FEBW3WMGBM,1,10,Thursday,3,5,3,5
E:E1E41O654T,E:RA4KWWPZH8,1,9,Thursday,5,6,4,6
E:3X4FY42OA7-00001,E:HM6ZHJSOH9,1,9,Tuesday,6,7,6,8
E:7669WB6L9O,E:ES9YALXSWL,1,13,Monday,2,4,3,4
E:8TLCXOPEJ3,E:HM6ZHJSOH9,1,19,Tuesday,7,8,6,8
E:KE794ZCUXZ,E:SK6HOD5EBN,8,36,Monday,0,1,0,1
E:1CM1DK2ZQ2,E:TBJGE8WXVE,1,32,Wednesday,3,5,3,5
E:K8AB5O2YLN,E:QTHCNCMQ6J,3,28,Thursday,2,4,3,4
E:4IY8K94HFC,E:V32UM2U2EH,3,13,Thursday,2,4,3,4
E:FSAFZ6NNUS,E:PIBAJ9QR4U,4,9,Tuesday,6,8,6,8
E:FSAFZ6NNUS,E:VK5LQAVOM2,4,19,Tuesday,6,8,5,7
E:PJKR4JDID3-00001,E:YCWC48KFAX,1,16,Monday,5,7,4,6
E:PUMEQ1WVR8,E:QXVKG4MGFE,2,10,Monday,1,3,0,2
E:5C4SO2CNEB,E:EMEU33M8WH,1,12,Thursday,0,2,1,9
E:EMEU33M8WH,E:H522U5CKI1-00001,1,11,Thursday,1,9,3,5
E:H67ZNWOGWZ-00001,E:XW5AB5ONVF,1,27,Monday,5,7,0,8
E:H67ZNWOGWZ-00004,E:SZVA7X5UQI,1,9,Tuesday,0,2,1,6
E:6Y5S4ZV3RO-00001,E:KRIM9EOWD7,2,32,Wednesday,3,5,3,5
E:AOC35H4IJE,E:KRIM9EOWD7,2,32,Wednesday,4,5,3,5
E:6CTMBAVRDO,E:S3TG3CWLRY,1,36,Wednesday,3,6,3,5
E:7EWWVBE57F,E:NVUGFKCSX6,1,33,Wednesday,4,7,5,8
E:RN4Q2S1HD4,E:ZRA8M7PGNF,1,33,Thursday,5,8,5,8
E:1GHBRHXGO9,E:W83W91ZV8M-00001,1,11,Tuesday,6,9,7,8
E:3N2N2CKM51,E:OKPFNJ8NYC,1,9,Wednesday,1,2,1,2
E:87P3MZMU1U,E:EI2U8MNNO4,3,28,Tuesday,1,3,0,2
E:NXH2YYD7LY,E:OKPFNJ8NYC,1,10,Wednesday,1,2,1,2
E:58TOLBPDDI,E:AOG3XCRZVY,1,10,Wednesday,0,2,0,1
E:AX9JFUKESO,E:WXGQHRYM3T-00002,14,9,Tuesday,2,4,3,5
E:FAKXTZI1YF,E:FVSLL4S4GD,1,9,Thursday,4,6,3,5
E:7EQRIUELIF,E:S319X9ANPG-00001,4,9,Monday,6,7,6,7
E:QAIKCSHAMU,E:UB444P6D88,19,36,Monday,4,5,4,5
E:44YH9SWSIH,E:FE7SIUJARA,4,32,Thursday,8,9,8,9
E:74IU8Y8LET,E:SP1E5DAIPL,3,11,Wednesday,6,7,5,7
E:3COI9CWIA8,E:RA87FHD46W-00001-00005,3,32,Monday,5,6,4,6
E:NXG5FR7STY,E:UXEM1Y58AK-00002,1,9,Wednesday,1,3,1,2
E:QXWX9B7HMP-00002,E:UBPILZD67Y,1,10,Thursday,7,8,6,8
E:UBPILZD67Y,E:UJXLK3L1JT-00001,1,10,Thursday,6,8,6,7
E:7YHUAS3JK8,E:R1OYLIOWQN,8,9,Tuesday,5,6,4,6
E:EM1A8FQ11L-00001,E:QXSE3OCJO2,3,37,Wednesday,2,3,0,8
E:R1OYLIOWQN,E:VHBFE7VEQ6,4,9,Tuesday,4,6,3,5
E:DGSUZMEGGZ-00001,E:NZND7J6PVG,1,32,Monday,3,5,2,4
E:2712LYWUC5,E:7FC1QZ41MD,1,32,Monday,4,6,5,7
E:31C1ND6DW3,E:7FC1QZ41MD,1,35,Monday,5,7,5,7
E:GSB8L6H6D7_2,E:IL9CZK683W,8,11,Wednesday,0,7,3,4
E:1AGKVWMNB5,E:YFUZSW95AE,3,26,Thursday,0,3,2,4
E:4691DSINX9,E:CENM9KKN7E,1,18,Thursday,4,6,5,6
E:49V2TVWWR3-00001,E:KW2PRQA3ZP,10,34,Friday,0,1,0,2
E:49V2TVWWR3-00002,E:YFUZSW95AE,28,32,Thursday,2,5,2,4
E:49V2TVWWR3-00004,E:YFUZSW95AE,28,32,Thursday,3,6,2,4
E:7O7NNROMOD,E:KW2PRQA3ZP,4,34,Friday,0,2,0,2
E:9TX241MBK6,E:TRIWKURX43,3,27,Friday,2,4,2,3
E:AQ1B65WUCL,E:H3EOOVPMR9,1,27,Monday,2,4,2,5
E:CF4LXIUROJ,E:YFUZSW95AE,3,32,Thursday,2,3,2,4
E:J5XKBNND8I,E:YFUZSW95AE,3,34,Thursday,1,3,2,4
E:9WQQTMULYZ,E:T3FSJVGX6S,2,32,Wednesday,3,5,3,5
E:T3FSJVGX6S,E:W99ZWSB527,1,32,Wednesday,3,5,3,5
E:18LNLXZELQ,E:IWYVP3YUA9,1,27,Tuesday,5,6,5,6
E:CK1B7S6NH7_2,E:CKT7OU6KFK,2,11,Tuesday,0,2,0,2
E:CKT7OU6KFK,E:U1G8RRMRLS,3,11,Tuesday,0,2,1,2
E:5PJYBVVF6N,E:EYCBUYXHAE,1,10,Thursday,4,6,3,5
E:NFB4VN8LL6,E:OYLMJQYSA2-00001,1,25,Wednesday,1,3,1,3
E:NFB4VN8LL6,E:V9SHMUL3KM,2,25,Wednesday,1,3,1,3
E:YGXU4A9SRS,E:Z9CH7OY49W,1,9,Tuesday,2,4,2,3
E:6QR5S9LZWG,E:IHMC3G1359,1,9,Thursday,6,8,7,8
E:B4VZO8QCB8,E:OHX7TF3M4F,1,13,Thursday,3,5,3,5
E:OHX7TF3M4F,E:UYYINZ23DU-00001,2,10,Thursday,3,5,3,4
E:8MPR4DQGKR,E:VRMZV7GCGS-00014,7,19,Tuesday,2,4,1,3
E:J6MDDJGB43-00005_1,E:JCBN17DYRE-00001,12,30,Wednesday,1,9,3,5
E:RIPKFQH9PZ-00004_1,E:YOBYW185HJ,7,16,Monday,2,5,0,8
E:GID62H7D9G,E:J7DLB6ORZY,2,9,Wednesday,6,8,7,9
E:JSTN6JJ247,E:P5ZHZXFEFR,2,15,Wednesday,1,3,0,2
E:2FGJMST71H-00001,E:P9A9K2AX48-00003,4,10,Wednesday,8,9,8,9
E:8C626AD8YQ-00001,E:RCXV8XPCZL,8,10,Tuesday,1,2,0,2
E:LC9KEZ1PZV,E:RCXV8XPCZL,8,14,Tuesday,0,1,0,2
E:DKOOOBDHNM,E:ZQ7693WKOU,1,32,Thursday,0,1,0,1
E:BHYRY79BB6,E:Z4LCFNF4W2,1,25,Wednesday,2,4,3,5
E:61SUKEYJCT-00001,E:DU6G1JUFG1,3,30,Wednesday,7,9,8,9
E:BJH5FRBOFJ-00001_1,E:XGL2BF2DXL,10,10,Thursday,1,9,5,6
E:BJH5FRBOFJ_2,E:XGL2BF2DXL,6,10,Thursday,3,7,5,6
E:FYMK2OOJJM,E:L7VALRJKYQ-00001,1,34,Tuesday,2,4,2,3
E:7ELXUXISW4,E:F4APX9WEK1,2,14,Tuesday,1,3,2,4
E:7ELXUXISW4,E:WU43N5WOAR,1,10,Tuesday,1,3,0,2
E:NZ7VD1DSZX,E:V7AB13DMZD,1,32,Thursday,0,2,0,2
E:OWZDS8DBUE-00001,E:QEQ1NBHH8G,4,17,Wednesday,6,8,6,8
E:J38HE9K78L,E:VOC1A7PEUG,5,16,Wednesday,4,6,4,5
E:I3HAAZXM3J,E:WDPVJVTN1E,2,33,Wednesday,6,7,5,8
E:N63PYL6W5Z,E:XT1JOXVX8T,7,26,Monday,3,4,1,4
E:1MM7IGXANL,E:RE8EQI8WRK,67,32,Monday,0,3,2,4
E:2XR8YZD4CG,E:RE8EQI8WRK,98,32,Monday,2,3,2,4
E:69ZR5HCOB8,E:81VVK8ZRAU,11,34,Tuesday,8,9,6,9
E:81VVK8ZRAU,E:K351GXHDWE,10,34,Tuesday,6,9,6,7
E:883QX5ZID1,E:OJNMV9OBN2,8,29,Thursday,3,5,4,5
E:8S1FCKAPUL,E:K4ZNDDMR9O,27,10,Tuesday,4,6,4,5
E:AQLNXN5U2W_2,E:PEA48HVA3J,15,19,Monday,1,4,0,8
E:AQLNXN5U2W_2,E:Y69SQ9ED8M,15,11,Monday,1,4,3,4
E:L6Z1HPUPVK,E:OIZ75LD9NR,67,27,Monday,0,2,0,3
E:OIZ75LD9NR,E:RE8EQI8WRK,67,27,Monday,0,3,2,4
E:PEB2BAHCTG,E:UWUZ4U5PWG,50,11,Wednesday,3,6,4,7
E:FLOG87DRLT,E:K3LVDVIESH,1,10,Monday,1,2,0,3
E:KE31BNQGJS,E:N2D2PZOEKY,1,32,Wednesday,3,5,3,5
E:5P5RXF8V8Z,E:GRVCAOHJ3B,2,12,Thursday,5,6,5,6
E:6P8FGHXQTK,E:MYA31O92WC,5,32,Thursday,1,2,1,2
E:9NTT1TFICN,E:TQ2SCPU19Z,2,32,Thursday,4,5,4,5
E:9NTT1TFICN,E:X9V6I32WV1,2,32,Thursday,4,5,2,5
E:CZ6VE1OEUS,E:X57V2EVCW9,5,13,Wednesday,5,7,6,7
E:1SP8Z5JCTI,E:EJK6SOFZIT,3,32,Monday,4,6,5,6
E:C5YX5T62IX,E:FWRPKEKENE,1,12,Monday,1,3,0,2
E:7F3P1QXASS,E:PV88878L5V,2,32,Monday,5,7,5,7
E:DLP8JB4M6A,E:KUP3BZ2ZIT,1,9,Monday,4,6,3,5
E:4ROOLGCBMQ,E:LWQWBQVQPY,1,9,Thursday,5,7,5,6
E:4ROOLGCBMQ,E:UMR4ZGUETG,1,9,Thursday,5,7,5,6
E:9SBTNI9OVO,E:GPVKNLGU48,1,35,Tuesday,4,6,4,5
E:LWQWBQVQPY,E:UMR4ZGUETG,1,9,Thursday,5,6,5,6
E:3KTSIH3CMX_2,E:66GVW9A1NQ_1,3,34,Tuesday,0,8,0,8
E:5DPXML1H3N_1,E:L4HYDEKETY_1,3,11,Monday,1,9,5,7
E:634GRQFS1I_1,E:L4HYDEKETY_1,9,13,Monday,5,9,5,7
E:9HK7M8H53A-00001_1,E:YIY2BXUD9M-00003_2,1,28,Friday,1,9,2,6
E:9HK7M8H53A_1,E:YIY2BXUD9M-00003_2,1,28,Friday,1,9,2,6
E:I8XYDA9UJ8_2,E:QM1GULA92Z_1,3,10,Tuesday,2,3,1,9
E:ISBDT56SI7,E:QM1GULA92Z-00001_1,13,12,Monday,0,2,0,8
E:JOLVQ97EOR_1,E:XLYDMFRSUN,1,14,Monday,1,9,0,2
E:QM1GULA92Z-00001_1,E:XLYDMFRSUN,13,12,Monday,0,8,0,2
E:QM1GULA92Z-00001_1,E:YMZ6K1BHEH-00001_1,6,12,Monday,0,8,1,9
E:191W4NNHGC-00005,E:74D65GWYOA,8,9,Wednesday,0,2,1,2
E:1O7YUGI9AK-00001,E:B65XY9STIU,2,26,Tuesday,2,3,2,4
E:1O7YUGI9AK-00001,E:O93F7R68T3,1,35,Tuesday,2,3,1,3
E:C1ZX6NIJ6D,E:DI94O9JAIW-00001,1,18,Wednesday,4,5,4,5
E:8W2WNRMNRX,E:QKKPMNT1T6,3,16,Tuesday,5,9,6,9
E:3UB34QMB8I-00001,E:ZY4NFJIDPA,1,33,Wednesday,4,7,2,5
E:LQZ4F8UOWD,E:OAK1D7ACS3,1,25,Monday,1,3,1,3
E:2Q1ZXNWE82,E:RLCN5G2Z1G,8,32,Monday,0,1,0,1
E:2Q1ZXNWE82,E:XX169I3HUT-00001,3,32,Monday,0,1,0,1
E:2VCU3I1OWV,E:3CDQ5O9A9W,6,32,Wednesday,2,5,3,5
E:2VCU3I1OWV,E:HYKKKFOV3Y,3,32,Wednesday,2,5,3,5
E:2VCU3I1OWV,E:IZP53HHKOS_1,9,32,Wednesday,2,5,3,5
E:2VCU3I1OWV,E:LHWCC65RTI,44,32,Wednesday,2,5,4,5
E:3CDQ5O9A9W,E:HYKKKFOV3Y,12,32,Wednesday,3,5,3,5
E:3CDQ5O9A9W,E:IZP53HHKOS_1,6,32,Wednesday,3,5,3,5
E:3CDQ5O9A9W,E:LHWCC65RTI,33,32,Wednesday,3,5,4,5
E:8HQ1R8WVIR,E:GJ2OVV751U-00001-00001_1,12,18,Wednesday,0,2,0,2
E:8HQ1R8WVIR,E:GJ2OVV751U_2,10,10,Wednesday,0,2,1,3
E:9T76VVU2UE,E:A4FXILMPMM,85,9,Wednesday,3,5,4,5
E:9T76VVU2UE,E:R5JC23OERW,77,9,Wednesday,3,5,3,4
E:B721XP7AGN,E:HP3NPB7JQ8-00002,38,32,Thursday,4,5,3,6
E:F2DPTVGOER_2,E:XX169I3HUT,6,10,Monday,0,1,0,1
E:GJ2OVV751U-00001_1,E:HP3NPB7JQ8,18,17,Tuesday,7,9,6,9
E:GJ2OVV751U-00001_1,E:HP3NPB7JQ8-00001,18,17,Tuesday,7,9,6,9
E:GJ2OVV751U-00001_1,E:RXMGZST9XY,9,17,Tuesday,7,9,6,8
E:GJ2OVV751U_2,E:QEBAEMRYRD-00001,43,10,Wednesday,1,3,2,3
E:HP3NPB7JQ8,E:HP3NPB7JQ8-00001,38,9,Tuesday,6,9,6,9
E:HP3NPB7JQ8,E:RXMGZST9XY,4,10,Tuesday,6,9,6,8
E:HP3NPB7JQ8,E:T6BSWWKKT7,38,9,Tuesday,6,9,6,9
E:HP3NPB7JQ8-00001,E:RXMGZST9XY,4,10,Tuesday,6,9,6,8
E:HP3NPB7JQ8-00001,E:T6BSWWKKT7,38,9,Tuesday,6,9,6,9
E:HP3NPB7JQ8-00002,E:HP3NPB7JQ8-00003,38,32,Thursday,3,6,5,8
E:HSHK45LB6O,E:U2UALOXEV6-00001,9,11,Thursday,6,7,6,7
