event_id,weeks,req_room_type,size,L_slots,assigned_day,assigned_start_hour,room_id,room_campus,week
E:AIIQV7XOBX,14,General Teaching,16,1,Friday,12,0228_09_9.01,Central,14
E:73YFXEUNT2-00001,"26, 27",General Teaching,14,2,Wednesday,13,0591_-1_B1.04,Holyrood,26
E:73YFXEUNT2-00001,"26, 27",General Teaching,14,2,Wednesday,13,0551_-1M_M16,Holyrood,27
E:NUTCRRHJD2,14,No room required,9,1,Monday,9,,,14
E:6ZUL5LRFUY-00001,14,No room required,13,2,Monday,9,,,14
E:6BTMQHNPMK,"11, 13",No room required,6,2,Monday,9,,,11
E:6BTMQHNPMK,"11, 13",No room required,6,2,Monday,9,,,13
E:BDVGCTX5WW-00001_2,10,Meeting Room,40,8,Monday,9,0621_01_1.302,Kings Buildings,10
E:LXITI1JHYD-00002,14,Laboratory,25,2,Tuesday,16,0558_01_1.19,Holyrood,14
E:ABPJNJNBZN,"28, 30",General Teaching,15,2,Tuesday,11,0008_-1_B.154,Central,28
E:ABPJNJNBZN,"28, 30",General Teaching,15,2,Tuesday,11,0228_08_8.16,Central,30
E:BDVGCTX5WW_2,10,Meeting Room,40,8,Monday,9,0227_01_1.06,Central,10
E:PJ5KLWGDUK,14,General Teaching,60,4,Tuesday,9,0335_04_4.3,Central,14
E:J9ZPK5863W,"16, 18",General Teaching,16,1,Thursday,14,0219_00_G.01,Central,16
E:J9ZPK5863W,"16, 18",General Teaching,16,1,Thursday,14,0219_00_G.01,Central,18
E:BHEDJYC2EC,14,No room required,6,2,Monday,9,,,14
E:2JKCPAZGC2-00006,14,General Teaching,12,1,Friday,11,0254_01_1.07,Central,14
E:WLVT5PA9X8,"12, 14",No room required,13,2,Monday,9,,,12
E:WLVT5PA9X8,"12, 14",No room required,13,2,Monday,9,,,14
E:W36MRXXC19-00002,14,General Teaching,4,1,Wednesday,13,0551_-1M_M18,Holyrood,14
E:2T4GGBYQIF,14,General Teaching,4,1,Tuesday,16,0450_02_2.32,Central,14
E:R7YYIQ9UUT,14,No room required,60,2,Monday,9,,,14
E:6WRJ3BY6OF-00001,"27, 29",No room required,6,1,Monday,9,,,27
E:6WRJ3BY6OF-00001,"27, 29",No room required,6,1,Monday,9,,,29
E:5RQERDWR6P,"10, 11",General Teaching,50,2,Friday,15,0613_05_5.5327,Kings Buildings,10
E:5RQERDWR6P,"10, 11",General Teaching,50,2,Friday,15,0612_07_7.15,Kings Buildings,11
E:2JKCPAZGC2-00007,14,No room required,12,6,Monday,9,,,14
E:JY6VPEU6E4,14,General Teaching,6,2,Tuesday,16,0551_-1M_M18,Holyrood,14
E:NZDF8BA5AS,"27, 29",No room required,6,2,Monday,9,,,27
E:NZDF8BA5AS,"27, 29",No room required,6,2,Monday,9,,,29
E:FJUXXHK327,14,General Teaching,80,2,Tuesday,15,0311_02_2.13,Central,14
E:4B5RIW2TTS,14,No room required,9,1,Monday,9,,,14
E:I1R3IL8U9L,14,No room required,12,4,Monday,9,,,14
E:ASGREDFCKW-00001,"27, 29",General Teaching,20,1,Tuesday,14,0564_03_3.25,Holyrood,27
E:ASGREDFCKW-00001,"27, 29",General Teaching,20,1,Tuesday,14,0728_01_1.24,Easter Bush,29
E:E539O7X3U4,14,General Teaching,16,1,Friday,9,0219_00_G.01,Central,14
E:N9AGBQIY2I,14,General Teaching,4,1,Tuesday,15,0551_-1M_M18,Holyrood,14
E:J1251YSTSR,14,Laboratory,55,2,Thursday,12,0728_01_1.21,Easter Bush,14
E:CBVUN7YT13-00001,14,General Teaching,4,1,Wednesday,12,0551_-1M_M18,Holyrood,14
E:MWTK7GRFHW,14,General Teaching,4,1,Thursday,12,0450_02_2.32,Central,14
E:EWP2P67X9L-00001,"10, 12",No room required,6,1,Monday,9,,,10
E:EWP2P67X9L-00001,"10, 12",No room required,6,1,Monday,9,,,12
E:BF3K8JL6D9,14,General Teaching,50,2,Wednesday,14,0613_05_5.5328,Kings Buildings,14
E:95K41XXITN-00001,"10, 11",Teaching Studio,15,2,Monday,9,0450_01_1.60,Central,10
E:95K41XXITN-00001,"10, 11",Teaching Studio,15,2,Monday,9,0450_04_4.35,Central,11
E:7AXRTWKJA6,14,General Teaching,6,2,Tuesday,11,0551_-1M_M18,Holyrood,14
E:STS31LY2BL,"10, 11",Laboratory,55,2,Thursday,12,0613_02_2.2209,Kings Buildings,10
E:STS31LY2BL,"10, 11",Laboratory,55,2,Thursday,12,0728_01_1.21,Easter Bush,11
E:6BL7UCLROH,14,General Teaching,4,1,Tuesday,10,0450_02_2.32,Central,14
E:YOLC6WQ6NQ,14,General Teaching,6,2,Friday,12,0450_02_2.32,Central,14
E:UNKTKLOSAK-00005,14,General Teaching,290,4,Friday,11,0639_-1_B.01,Kings Buildings,14
E:R43HBXJJWT-00001,"28, 30",General Teaching,15,2,Thursday,13,0113_00_G.12,Central,28
E:R43HBXJJWT-00001,"28, 30",General Teaching,15,2,Thursday,13,0113_00_G.10,Central,30
E:U621NK5IEV,14,No room required,6,2,Monday,9,,,14
E:HLKIMDPN1U-00002,14,General Teaching,16,1,Monday,10,0254_01_1.04,Central,14
E:72YAM5PDG7,14,No room required,25,1,Monday,9,,,14
E:4RWMKM183L,14,No room required,9,1,Monday,9,,,14
E:H2YKX2PNZI,14,General Teaching,50,4,Wednesday,9,0226_01_1.02,Central,14
E:8ZHZVAI4D3,14,No room required,50,1,Monday,9,,,14
E:94HVRLUKBP,14,No room required,55,2,Monday,9,,,14
E:HGEJTKNJ7S-00001,14,General Teaching,4,1,Monday,13,0551_-1M_M18,Holyrood,14
E:5CV2RM43G5,14,General Teaching,12,2,Tuesday,16,0228_06_6.14,Central,14
E:7IDM5EAG8X,14,General Teaching,16,1,Friday,10,0254_01_1.03,Central,14
E:F39ZR8SKS4,14,No room required,18,3,Monday,9,,,14
E:W36MRXXC19-00001,14,General Teaching,4,1,Friday,15,0551_-1M_M18,Holyrood,14
E:K4HBSQIZHO,14,No room required,55,2,Monday,9,,,14
E:Z16J1EVUV7,"26, 27",General Teaching,15,1,Thursday,13,0228_13_13.07,Central,26
E:Z16J1EVUV7,"26, 27",General Teaching,15,1,Thursday,13,0227_02_2.14,Central,27
E:F5LMXQCYIH,14,No room required,0,2,Monday,9,,,14
E:7IDM5EAG8X-00002,14,General Teaching,16,1,Friday,11,0254_01_1.04,Central,14
E:5UXOBIBYJT,"10, 11",General Teaching,15,2,Wednesday,11,0551_-1M_M14,Holyrood,10
E:5UXOBIBYJT,"10, 11",General Teaching,15,2,Wednesday,11,0001_02_2.343,Central,11
E:HGEJTKNJ7S,14,General Teaching,4,1,Tuesday,12,0450_02_2.32,Central,14
E:CLB97PIZGP,14,No room required,50,1,Monday,9,,,14
E:BSRPB64IMS,14,General Teaching,16,1,Wednesday,10,0254_01_1.08,Central,14
E:WOLK4EJKQF,"26, 28",No room required,6,2,Monday,9,,,26
E:WOLK4EJKQF,"26, 28",No room required,6,2,Monday,9,,,28
E:7A9NXXQU3Z,"27, 29",No room required,6,2,Monday,9,,,27
E:7A9NXXQU3Z,"27, 29",No room required,6,2,Monday,9,,,29
E:S6K8ZA3NCI,14,No room required,6,2,Monday,9,,,14
E:CA7VHUAR9I-00002,14,General Teaching,16,1,Monday,9,0219_00_G.01,Central,14
E:9FA5RWWY7J,14,No room required,9,1,Monday,9,,,14
E:S4XAQRQLKS-00001,"26, 27",General Teaching,15,1,Friday,14,0008_-1_B.153,Central,26
E:S4XAQRQLKS-00001,"26, 27",General Teaching,15,1,Friday,14,0227_03_3.29,Central,27
E:19OKPGOSUB-00002,14,General Teaching,4,1,Monday,17,0551_-1M_M18,Holyrood,14
E:R9Y2Z46TKL,14,General Teaching,6,2,Tuesday,16,0450_03_3.63,Central,14
E:STS31LY2BL-00002,14,Laboratory,55,2,Tuesday,16,0728_01_1.21,Easter Bush,14
E:QM1GULA92Z_2,10,Meeting Room,40,8,Monday,9,0310_00_G.04,Central,10
E:WE92EZYG6E,14,No room required,25,1,Monday,9,,,14
E:ITDY9EGCCK,"27, 28",General Teaching,20,1,Monday,11,0103_01_1.B10,Central,27
E:ITDY9EGCCK,"27, 28",General Teaching,20,1,Monday,11,0201_02_2.07,Central,28
E:QKX9HZI4EB,14,General Teaching,290,1,Tuesday,12,0639_01_1.15,Kings Buildings,14
E:3TL1ZVWTPN,14,No room required,0,2,Monday,9,,,14
E:26R56GHWCI,"27, 28",General Teaching,20,1,Thursday,10,0728_01_1.25,Easter Bush,27
E:26R56GHWCI,"27, 28",General Teaching,20,1,Thursday,10,0214_01_1.01,Central,28
E:XHS94I5BT1-00006,"9, 11",Teaching Studio,20,1,Wednesday,17,0450_01_1.52,Central,9
E:XHS94I5BT1-00006,"9, 11",Teaching Studio,20,1,Wednesday,17,0613_03_3.3212,Kings Buildings,11
E:MWTK7GRFHW-00001,14,General Teaching,4,1,Monday,17,0450_01_1.63,Central,14
E:JJW7T7HXBY,14,General Teaching,6,2,Monday,9,0551_-1M_M18,Holyrood,14
E:N9AGBQIY2I-00001,14,General Teaching,4,1,Wednesday,10,0450_02_2.32,Central,14
E:2JKCPAZGC2,14,General Teaching,12,1,Tuesday,9,0214_00_G.26,Central,14
E:BSXWPE8C2S,14,No room required,6,1,Monday,9,,,14
E:Y8HXH541BU-00001,"30, 31",General Teaching,16,1,Friday,12,0254_01_1.04,Central,30
E:Y8HXH541BU-00001,"30, 31",General Teaching,16,1,Friday,12,0254_01_1.03,Central,31
E:BNJ799UVR8,14,No room required,30,1,Monday,9,,,14
E:RYQ8KNOXTV,14,No room required,55,2,Monday,9,,,14
E:E1L9NC24KB,14,No room required,25,2,Monday,9,,,14
E:HLKIMDPN1U,14,General Teaching,16,1,Tuesday,11,0219_00_G.01,Central,14
E:N9AGBQIY2I-00002,14,General Teaching,4,1,Monday,14,0551_-1M_M18,Holyrood,14
E:VU1JANO8CF-00007,14,General Teaching,288,2,Wednesday,11,0639_01_1.15,Kings Buildings,14
E:W36MRXXC19,14,General Teaching,4,1,Friday,12,0551_-1M_M18,Holyrood,14
E:BPKHBXKQZL-00002,14,General Teaching,16,1,Friday,13,0228_11_11.01,Central,14
E:U5OZQY5UJI,14,General Teaching,6,3,Thursday,12,0450_01_1.63,Central,14
E:2JKCPAZGC2-00002,14,No room required,12,7,Monday,9,,,14
E:REMQDZ5W88-00002,14,General Teaching,16,1,Monday,10,0228_09_9.01,Central,14
E:9QCQG2S2O6_3,14,Teaching Lab,60,3,Wednesday,10,2701_01_FU321,Bioquarter,14
E:DZCJEEITXR,14,No room required,5,2,Monday,9,,,14
E:WWF5P8EAD5,14,Laboratory,55,2,Tuesday,16,0613_02_2.2209,Kings Buildings,14
E:8YFQBN1SQ8-00002,14,Laboratory,55,2,Friday,11,0728_00_G.11,Easter Bush,14
E:BPKHBXKQZL,14,General Teaching,16,1,Friday,15,0103_01_1.B09,Central,14
E:CG24AZOF7Q,"11, 13",No room required,6,2,Monday,9,,,11
E:CG24AZOF7Q,"11, 13",No room required,6,2,Monday,9,,,13
E:14FFWQS2P4,14,General Teaching,60,8,Tuesday,9,0551_00_G21,Holyrood,14
E:19OKPGOSUB-00001,14,General Teaching,4,1,Friday,9,0551_-1M_M18,Holyrood,14
E:IKWZH5RP28,14,No room required,60,2,Monday,9,,,14
E:3AVI1SDV27_2,"10, 12",Meeting Room,48,1,Thursday,15,0621_01_1.302,Kings Buildings,10
E:3AVI1SDV27_2,"10, 12",Meeting Room,48,1,Thursday,15,0621_01_1.302,Kings Buildings,12
E:2T4GGBYQIF-00001,14,General Teaching,4,1,Friday,10,0450_02_2.32,Central,14
E:REMQDZ5W88,14,General Teaching,16,1,Tuesday,13,0254_01_1.08,Central,14
E:D4LP6XCOJV,14,General Teaching,80,2,Monday,12,0311_02_2.13,Central,14
E:2JKCPAZGC2-00003,14,General Teaching,12,2,Thursday,12,0254_01_1.07,Central,14
E:19OKPGOSUB,14,General Teaching,4,1,Thursday,12,0254_01_1.01,Central,14
E:BJEVGIEQZH,14,No room required,30,2,Monday,9,,,14
E:QKX9HZI4EB-00003,14,General Teaching,320,1,Monday,15,0401_01_AssemblyHall,New College,14
E:CBVUN7YT13,14,General Teaching,4,1,Friday,15,0450_03_3.63,Central,14
E:YJ6UYAPJ4C,14,General Teaching,50,2,Wednesday,16,0226_01_1.02,Central,14
E:DYBEMA6WQM-00001,14,No room required,13,2,Monday,9,,,14
E:83SPWHMXR8-00001,"10, 12",No room required,6,1,Monday,9,,,10
E:83SPWHMXR8-00001,"10, 12",No room required,6,1,Monday,9,,,12
E:YVFDMAZCX6,"11, 13",No room required,6,2,Monday,9,,,11
E:YVFDMAZCX6,"11, 13",No room required,6,2,Monday,9,,,13
E:6BL7UCLROH-00001,14,General Teaching,4,1,Thursday,15,0450_02_2.32,Central,14
E:QF3TCD43MA,14,No room required,49,2,Monday,9,,,14
E:FJUXXHK327-00001,14,General Teaching,80,2,Thursday,15,0311_02_2.13,Central,14
E:D4LP6XCOJV-00001,14,General Teaching,80,2,Thursday,12,0311_02_2.13,Central,14
E:PCRPPFDJ8L,"26, 28",No room required,6,2,Monday,9,,,26
E:PCRPPFDJ8L,"26, 28",No room required,6,2,Monday,9,,,28
E:4WBZJ1X55F,"27, 28",General Teaching,20,1,Tuesday,11,0103_01_1.B10,Central,27
E:4WBZJ1X55F,"27, 28",General Teaching,20,1,Tuesday,11,0201_02_2.07,Central,28
E:UYX87ZGQD6,"27, 28",General Teaching,20,1,Friday,11,0728_01_1.27,Easter Bush,27
E:UYX87ZGQD6,"27, 28",General Teaching,20,1,Friday,11,0103_01_1.B10,Central,28
E:CBVUN7YT13-00002,14,General Teaching,4,1,Friday,11,0450_02_2.32,Central,14
E:IFEW247OST,14,General Teaching,6,2,Tuesday,9,0551_-1M_M18,Holyrood,14
E:375FPPKHJ9,"28, 30",General Teaching,15,2,Thursday,13,0008_-1_B.153,Central,28
E:375FPPKHJ9,"28, 30",General Teaching,15,2,Thursday,13,0113_00_G.11,Central,30
E:625HXMIDZO-00001,"26, 28",No room required,6,1,Monday,9,,,26
E:625HXMIDZO-00001,"26, 28",No room required,6,1,Monday,9,,,28
E:MUXUPE1JI6-00002,14,No room required,0,2,Monday,9,,,14
E:2JKCPAZGC2-00004,14,General Teaching,12,1,Monday,17,0228_06_6.14,Central,14
E:Q2IVJMZN5T,14,General Teaching,80,2,Friday,11,0311_02_2.13,Central,14
E:A99NL7S3FX,14,No room required,6,1,Monday,9,,,14
E:DFVNCVS5XP,14,No room required,9,1,Monday,9,,,14
E:ADKH8RX2U1,14,General Teaching,60,8,Tuesday,9,0551_01_1.18,Holyrood,14
E:KP7286OIPM-00001,"27, 29",No room required,6,1,Monday,9,,,27
E:KP7286OIPM-00001,"27, 29",No room required,6,1,Monday,9,,,29
E:B69VZLK1JU-00002,14,General Teaching,16,1,Friday,17,0311_04_4.09,Central,14
E:8ZMIDGTSWU,14,No room required,8,3,Monday,9,,,14
E:OKGIFVN2S9-00002,14,Laboratory,55,2,Thursday,11,0728_00_G.45,Easter Bush,14
E:2T4GGBYQIF-00002,14,General Teaching,4,1,Thursday,12,0254_01_1.5A,Central,14
E:CA7VHUAR9I,14,General Teaching,16,1,Wednesday,10,0254_01_1.03,Central,14
E:BNYHZP1KFQ,14,General Teaching,6,2,Friday,10,0551_-1M_M18,Holyrood,14
E:2JKCPAZGC2-00005,14,General Teaching,12,1,Tuesday,12,0254_01_1.06,Central,14
E:2JKCPAZGC2-00001,14,General Teaching,12,2,Wednesday,12,0214_01_1.22,Central,14
E:JA5UMU5FLU,14,General Teaching,6,2,Monday,15,0551_-1M_M18,Holyrood,14
E:UNKTKLOSAK-00003,14,General Teaching,306,4,Tuesday,10,0201_01_1.08,Central,14
E:QKX9HZI4EB-00001,14,General Teaching,320,1,Wednesday,9,0401_01_AssemblyHall,New College,14
E:WVMDLK19PT,14,No room required,0,2,Monday,9,,,14
E:ZKAEHI91B5,14,No room required,19,3,Monday,9,,,14
E:HGEJTKNJ7S-00002,14,General Teaching,4,1,Friday,15,0113_00_G.199,Central,14
E:LALXXHIQQM,14,General Teaching,6,3,Thursday,11,0551_-1M_M18,Holyrood,14
E:EVLD2RP56Z,"25, 26",General Teaching,50,2,Tuesday,9,0226_01_1.02,Central,25
E:EVLD2RP56Z,"25, 26",General Teaching,50,2,Tuesday,9,0113_00_G.03,Central,26
E:625HXMIDZO,"27, 29",No room required,6,2,Monday,9,,,27
E:625HXMIDZO,"27, 29",No room required,6,2,Monday,9,,,29
E:WDNO2798TR_1,14,General Teaching,20,8,Friday,10,0201_00_G.05,Central,14
E:S7Z3FCGPII,14,General Teaching,25,2,Thursday,10,0228_09_9.18,Central,14
E:CXACDC6JFQ,14,General Teaching,20,2,Tuesday,15,0113_00_G.204,Central,14
E:FGFNOMKH8J,14,No room required,30,2,Monday,9,,,14
E:VR58VZIU6H_1,14,General Teaching,20,8,Friday,9,0214_01_1.01,Central,14
E:BKT4AGDVFJ-00001,"10, 11",General Teaching,15,2,Wednesday,11,0422_L_L.06,Lauriston,10
E:BKT4AGDVFJ-00001,"10, 11",General Teaching,15,2,Wednesday,11,0001_02_2.345,Central,11
E:VMISP9GJLS,14,General Teaching,25,2,Tuesday,15,0335_01_1.1,Central,14
E:QAOS1H7B7H,14,General Teaching,20,2,Thursday,12,0103_01_1.B19,Central,14
E:5RHH1338KU_1,14,Gym,90,8,Friday,10,0564_03_3.8,Holyrood,14
E:HE4L16HVZS,"10, 18",General Teaching,20,1,Wednesday,15,0201_00_G.05,Central,10
E:HE4L16HVZS,"10, 18",General Teaching,20,1,Wednesday,15,0003_00_G.01,Central,18
E:WDNO2798TR_2,14,General Teaching,20,8,Friday,10,0201_01_1.01,Central,14
E:HS52PW4ONE_1,14,General Teaching,20,8,Thursday,10,0201_01_1.01,Central,14
E:5RHH1338KU-00002,14,No room required,90,8,Monday,9,,,14
E:4TLI6K7DCW-00002-00002,14,Laboratory,30,3,Tuesday,15,0558_01_1.03,Holyrood,14
E:P3ESQ9TO5Y,"27, 28",Meeting Room,6,1,Thursday,9,0112_02_2.11,Central,27
E:P3ESQ9TO5Y,"27, 28",Meeting Room,6,1,Thursday,9,0112_02_2.11,Central,28
E:MTOVA5R51B,14,General Teaching,25,2,Wednesday,14,0335_05_5.1,Central,14
E:RZA3OV43KM-00003,14,General Teaching,120,1,Monday,11,0551_-1_LG34,Holyrood,14
E:Z744IDFXZI-00001,"27, 29",No room required,6,1,Monday,9,,,27
E:Z744IDFXZI-00001,"27, 29",No room required,6,1,Monday,9,,,29
E:2YIOSPXNEU-00002-00002,14,Laboratory,30,3,Friday,10,0558_01_1.02,Holyrood,14
E:XHS94I5BT1-00001,"9, 11",General Teaching,20,1,Wednesday,13,0654_00_G.30,Kings Buildings,9
E:XHS94I5BT1-00001,"9, 11",General Teaching,20,1,Wednesday,13,0214_01_1.01,Central,11
E:6E7MOU925Q-00005_1,14,General Teaching,20,8,Tuesday,9,0201_00_G.05,Central,14
E:X3D2P824SS,"12, 14",No room required,13,2,Monday,9,,,12
E:X3D2P824SS,"12, 14",No room required,13,2,Monday,9,,,14
E:XHS94I5BT1-00005,"11, 13",General Teaching,20,1,Monday,12,0103_01_1.B10,Central,11
E:XHS94I5BT1-00005,"11, 13",General Teaching,20,1,Monday,12,0113_00_G.203,Central,13
E:PT3RLTRLHP,14,No room required,26,2,Monday,9,,,14
E:QZG8FQDGCW,14,General Teaching,20,2,Wednesday,15,0564_03_3.25,Holyrood,14
E:8XNBW4898H,14,General Teaching,30,3,Tuesday,10,0335_01_1.3,Central,14
E:H75VXXJQT7_1,14,General Teaching,40,8,Tuesday,9,0214_00_G.02,Central,14
E:EIPLOKQV7W,14,General Teaching,15,1,Friday,16,0227_02_2.29,Central,14
E:YEIPV7RJH9,14,General Teaching,20,2,Wednesday,13,0728_01_1.27,Easter Bush,14
E:DVVR6UJG1I,14,General Teaching,25,2,Monday,11,0335_01_1.1,Central,14
E:8MZOABQJT9-00008-00002,14,Laboratory,25,2,Tuesday,12,0558_01_1.19,Holyrood,14
E:X3COY2MN7K-00001,"26, 28",No room required,6,1,Monday,9,,,26
E:X3COY2MN7K-00001,"26, 28",No room required,6,1,Monday,9,,,28
E:TEAGFS1JMU,"11, 13",No room required,6,2,Monday,9,,,11
E:TEAGFS1JMU,"11, 13",No room required,6,2,Monday,9,,,13
E:XQQXO7LFRD,14,General Teaching,20,2,Thursday,10,0201_00_G.05,Central,14
E:BTXHQDVUJX,14,General Teaching,20,2,Thursday,14,0113_01_1.42,Central,14
E:KR13MKWM4S,14,General Teaching,30,3,Wednesday,9,0227_00_G.01,Central,14
E:9FCMD8BCWT-00002,14,General Teaching,60,7,Wednesday,10,0335_04_4.3,Central,14
E:UZ3JPWYA1C-00001,"27, 29",No room required,6,1,Monday,9,,,27
E:UZ3JPWYA1C-00001,"27, 29",No room required,6,1,Monday,9,,,29
E:94W79XL6B9-00005,14,General Teaching,50,1,Friday,9,0226_01_1.02,Central,14
E:W2TSBQXZ6P,"15, 16",No room required,160,3,Monday,9,,,16
E:W2TSBQXZ6P,"15, 16",No room required,160,3,Monday,9,,,15
E:QLVTOXF881_1,14,General Teaching,20,8,Wednesday,9,0003_00_G.01,Central,14
E:S4TH3UI72W,14,General Teaching,20,2,Wednesday,9,0214_01_1.01,Central,14
E:KK3MJPMS4S,14,General Teaching,20,2,Monday,15,0103_01_1.B19,Central,14
E:XHS94I5BT1-00010,"15, 17",General Teaching,20,1,Wednesday,13,0214_01_1.01,Central,17
E:XHS94I5BT1-00010,"15, 17",General Teaching,20,1,Wednesday,13,0704_00_G.13.14,Easter Bush,15
E:QLVTOXF881_2,14,General Teaching,20,8,Monday,10,0201_01_1.05,Central,14
E:WWX1C4OV6D,"10, 12",Teaching Studio,16,1,Wednesday,9,0450_01_1.52,Central,10
E:WWX1C4OV6D,"10, 12",Teaching Studio,16,1,Wednesday,9,0450_01_1.52,Central,12
E:VR58VZIU6H_2,14,General Teaching,20,8,Wednesday,9,0201_00_G.05,Central,14
E:PA8F5HBQTG,"35, 36",No room required,25,2,Monday,9,,,35
E:PA8F5HBQTG,"35, 36",No room required,25,2,Monday,9,,,36
E:SBUDJW7L5R,"12, 17",No room required,13,2,Monday,9,,,17
E:SBUDJW7L5R,"12, 17",No room required,13,2,Monday,9,,,12
E:HS52PW4ONE_2,14,General Teaching,20,8,Friday,10,0201_01_1.05,Central,14
E:6E7MOU925Q-00005_2,14,General Teaching,20,8,Monday,10,0201_02_2.07,Central,14
E:M8PMTNECHW,14,General Teaching,16,2,Monday,9,0254_01_1.03,Central,14
E:WDNO2798TR_3,14,General Teaching,20,8,Monday,9,0003_00_G.01,Central,14
E:6E7MOU925Q-00005_3,14,General Teaching,20,8,Friday,10,0201_02_2.07,Central,14
E:PT4HRBTBRH-00002-00002,14,Laboratory,30,3,Friday,10,0558_01_1.03,Holyrood,14
E:9SBLJ3LFF1,14,General Teaching,25,2,Monday,15,0558_05_5.3,Holyrood,14
E:PK5D76D2XE-00008-00002,14,Laboratory,25,2,Wednesday,14,0558_01_1.06,Holyrood,14
E:MJRZIJ9HMN,14,General Teaching,20,2,Wednesday,13,0551_-1_LG48,Holyrood,14
E:7QKGSA64SR,14,General Teaching,30,2,Monday,15,0335_01_1.3,Central,14
E:D1DYT4GRHZ,"11, 13",General Teaching,15,2,Tuesday,14,0008_-1_B.153,Central,11
E:D1DYT4GRHZ,"11, 13",General Teaching,15,2,Tuesday,14,0110_02_2.02,Central,13
E:H75VXXJQT7-00001_1,14,General Teaching,40,8,Friday,10,0103_03_3.D02,Central,14
E:L9GFSBGICA-00002-00002,14,Laboratory,30,3,Thursday,13,0601_00M_G.11(M),Kings Buildings,14
E:6RSY25KCPB,14,General Teaching,25,2,Monday,10,0228_09_9.18,Central,14
E:PT4HRBTBRH-00002,14,No room required,26,3,Monday,9,,,14
E:H8NXMKUZVN,14,General Teaching,40,1,Wednesday,9,0214_00_G.02,Central,14
E:KE4E4TS5P9-00008-00002,14,Laboratory,25,2,Tuesday,10,0558_01_1.06,Holyrood,14
E:SHAQLV3YDD,14,General Teaching,20,2,Friday,12,0103_01_1.B04,Central,14
E:5RHH1338KU-00004_1,14,Gym,90,8,Tuesday,10,0564_03_3.8,Holyrood,14
E:5RHH1338KU-00004_2,14,Gym,90,8,Thursday,10,0564_03_3.8,Holyrood,14
E:QLVTOXF881_3,14,General Teaching,20,8,Friday,9,0003_00_G.01,Central,14
E:6E7MOU925Q-00005_4,14,General Teaching,20,8,Thursday,9,0003_00_G.01,Central,14
E:5318ZTE12F,14,General Teaching,20,2,Tuesday,13,0201_01_1.05,Central,14
E:EZFN32W5JL,14,General Teaching,20,2,Monday,9,0214_01_1.01,Central,14
E:NZDF8BA5AS-00001,"26, 28",No room required,6,1,Monday,9,,,26
E:NZDF8BA5AS-00001,"26, 28",No room required,6,1,Monday,9,,,28
E:5RHH1338KU-00003_1,14,Gym,40,8,Wednesday,10,0564_02_2.4,Holyrood,14
E:VR58VZIU6H_3,14,General Teaching,20,8,Tuesday,10,0201_01_1.01,Central,14
E:IIPSOOHZT6,14,Laboratory,25,2,Monday,13,0558_01_1.19,Holyrood,14
E:KUD2AHUU2X-00008-00002,14,Laboratory,25,2,Tuesday,16,0558_01_1.06,Holyrood,14
E:VT4TWS8WUN,14,General Teaching,17,1,Tuesday,17,0335_00_G.12,Central,14
E:HS52PW4ONE_3,14,General Teaching,20,8,Wednesday,10,0201_01_1.01,Central,14
E:6OSXJJD1KA,"12, 14",No room required,13,2,Monday,9,,,12
E:6OSXJJD1KA,"12, 14",No room required,13,2,Monday,9,,,14
E:W8I8FMZBE3,14,General Teaching,24,3,Friday,9,0219_00_G.02,Central,14
E:WDNO2798TR_4,14,General Teaching,20,8,Thursday,10,0201_01_1.05,Central,14
E:VRMZV7GCGS-00005,14,General Teaching,50,1,Wednesday,15,0612_07_7.15,Kings Buildings,14
E:HFAWFO96F3,14,Laboratory,30,2,Friday,16,0601_00_G.20,Kings Buildings,14
E:4OQG2GSRUH,14,General Teaching,25,1,Monday,13,0335_05_5.1,Central,14
E:QLVTOXF881_4,14,General Teaching,20,8,Monday,9,0201_00_G.05,Central,14
E:VR58VZIU6H_4,14,General Teaching,20,8,Thursday,10,0201_02_2.07,Central,14
E:GB9B83ZYVJ,14,General Teaching,20,2,Tuesday,13,0201_02_2.07,Central,14
E:I7E65UWTFQ,14,General Teaching,200,3,Tuesday,12,0113_00_G.152,Central,14
E:5RHH1338KU-00003_2,14,Gym,40,8,Tuesday,10,0564_02_2.4,Holyrood,14
E:QE3I5XBE13-00002,"10, 12",General Teaching,16,1,Wednesday,11,0001_02_2.349,Central,10
E:QE3I5XBE13-00002,"10, 12",General Teaching,16,1,Wednesday,11,0300_00_NG.04,Central,12
E:Z4VYGFULQB,14,General Teaching,25,2,Tuesday,11,0110_02_2.01,Central,14
E:29OC7KBFDG,14,General Teaching,25,2,Thursday,16,0112_-1_B.06,Central,14
E:QLVTOXF881_5,14,General Teaching,20,8,Wednesday,10,0201_01_1.05,Central,14
E:6E7MOU925Q-00005_5,14,General Teaching,20,8,Wednesday,10,0201_02_2.07,Central,14
E:DCKRP5ZNVO-00001,14,General Teaching,40,2,Tuesday,12,0112_-1_B.02,Central,14
E:5RHH1338KU_2,14,Gym,90,8,Wednesday,10,0564_03_3.8,Holyrood,14
E:94W79XL6B9-00006,14,General Teaching,50,1,Friday,9,0335_05_5.3,Central,14
E:5RHH1338KU_3,14,Gym,90,8,Friday,10,0564_02_2.4,Holyrood,14
E:9I9GOGUXJS-00001,"28, 31",Laboratory,55,2,Friday,11,0728_00_G.11,Easter Bush,28
E:9I9GOGUXJS-00001,"28, 31",Laboratory,55,2,Friday,11,0728_00_G.11,Easter Bush,31
