event_id,weeks,req_room_type,size,L_slots,assigned_day,assigned_start_hour,room_id,room_campus
E:MXKHS3XJDQ,"32, 33",General Teaching,60,2,Monday,10,,
E:S7RL29I5UD,"27, 28",General Teaching,14,1,Tuesday,11,,
E:VMVOTLEOD7,"10, 11",General Teaching,13,1,Wednesday,12,,
E:2UGT1BG3HK,"10, 11",General Teaching,50,1,Wednesday,13,,
E:NVBM4J7H96,"28, 29",General Teaching,12,1,Monday,12,,
E:1TJIRZBZWJ,"11, 12",General Teaching,18,1,Monday,17,,
E:M9RBKCGYGR,"30, 32",General Teaching,6,2,Thursday,12,,
E:6E5SSQRMOQ,"11, 12",General Teaching,16,1,Wednesday,12,,
E:X7PGPCL4RX,"35, 36",General Teaching,8,2,Monday,9,,
E:DFMFFHBMLI,"28, 29",General Teaching,18,1,Thursday,16,,
E:FXLEOE44SU,"35, 36",General Teaching,8,2,Monday,9,,
E:2UYQNP5EXH,"10, 12",Computer Laboratory,25,1,Monday,14,,
E:7QSKBQMW1L,"11, 12",General Teaching,25,2,Friday,16,,
E:WKEE42R592,"28, 34",Computer Laboratory,40,1,Tuesday,15,,
E:W831HKZUOC,"11, 12",General Teaching,16,1,Monday,13,,
E:B65XY9STIU,"26, 27",General Teaching,120,2,Tuesday,9,,
E:6SWGFLGAKD,"10, 14",No room required,24,2,Monday,9,,
E:SAVNSZ8CHL,"28, 30",Computer Laboratory,28,1,Monday,14,,
E:XXNJO7CEHD,"11, 17",Computer Laboratory,44,1,Friday,15,,
E:FKNT5BCN6S,"11, 12",General Teaching,24,2,Friday,15,,
E:G1SCURZTTV,"28, 29",General Teaching,22,1,Tuesday,14,,
E:CWSZZMQ9EQ,"26, 27",Computer Laboratory,44,1,Thursday,11,,
E:588NBH5L6U,"27, 28",General Teaching,10,1,Tuesday,12,,
E:UO5JDWPJPF,"10, 12",General Teaching,15,1,Wednesday,14,,
E:JANPI6NTLI,"11, 12",General Teaching,19,1,Thursday,15,,
E:N826VTZKXB,"11, 12",General Teaching,19,1,Monday,15,,
E:JOUB7555HW,"11, 12",General Teaching,25,1,Wednesday,9,,
E:ZRCSXQXWDM,"10, 11",General Teaching,80,2,Friday,11,,
E:RAD7HST47V,"12, 13",General Teaching,30,1,Monday,10,,
E:IP4FLLNKA5,"15, 16",General Teaching,32,2,Wednesday,12,,
E:RV6J6RK16I,"11, 12",General Teaching,18,1,Tuesday,16,,
E:N3E7F4QURW-00001,"32, 33",General Teaching,140,2,Monday,10,,
E:HT9QV2UIE3,"9, 10",General Teaching,32,2,Monday,12,,
E:XW6X1TW8IQ,"32, 33",Computer Laboratory,28,1,Thursday,12,,
E:O4T7BT9JA9,"26, 27",General Teaching,22,1,Monday,9,,
E:5KIH6HSQ4S,"10, 11",General Teaching,50,1,Wednesday,10,,
E:9FJEIZPENZ,"15, 16",General Teaching,65,1,Thursday,16,,
E:MGVBOQGWFP,"15, 16",General Teaching,33,2,Wednesday,12,,
E:8Z355SAB1H,"26, 27",General Teaching,100,1,Tuesday,10,,
E:8KUEQJ5VRX,"11, 17",Computer Laboratory,44,1,Monday,11,,
E:IS78F6L5ZY,"26, 27",General Teaching,110,1,Tuesday,10,,
E:6KRU79RDA1,"11, 12",General Teaching,16,1,Monday,15,,
E:ZTCWDTMDDJ,"28, 29",Computer Laboratory,13,1,Friday,11,,
E:YM5KKR5O56,"26, 27",General Teaching,10,2,Friday,13,,
