event_id,weeks,req_room_type,size,L_slots,assigned_day,assigned_start_hour,room_id,room_campus
E:6S2G7W6WDO,16,General Teaching,4,1,Friday,14,,
E:ZR4PPLH1VK,16,No room required,9,1,Monday,9,,
E:AY355LE2T6,16,General Teaching,98,1,Monday,9,,
E:ZV54AB43ZV-00001,16,No room required,24,3,Monday,9,,
E:BC5K4TET67_1,16,General Teaching,15,4,Tuesday,14,,
E:94W79XL6B9-00009,16,General Teaching,50,1,Monday,17,,
E:BC5K4TET67_2,16,General Teaching,15,4,Monday,9,,
E:TCT1N3TB5E,"26, 27",General Teaching,20,2,Wednesday,13,,
E:M34R27FH4B-00004,16,General Teaching,15,6,Thursday,11,,
E:KPDZ1P35GO-00006,16,General Teaching,100,1,Wednesday,12,,
E:RGZOZFZCGA,16,General Teaching,10,3,Thursday,14,,
E:UHCCK2GEGR-00002,16,No room required,50,1,Monday,9,,
E:94W79XL6B9-00010,16,General Teaching,50,1,Friday,17,,
E:BC5K4TET67_3,16,General Teaching,15,4,Tuesday,12,,
E:ATJUIT4S6H,16,General Teaching,20,2,Tuesday,10,,
E:6Y47USWRUF,"10, 11",General Teaching,25,2,Wednesday,11,,
E:LUOF63IONQ_1,16,Teaching Studio,20,2,Friday,11,,
E:8BL3GNNNHP,16,No room required,120,1,Monday,9,,
E:M34R27FH4B-00003,16,General Teaching,15,6,Wednesday,9,,
E:M34R27FH4B-00005,16,General Teaching,15,6,Wednesday,9,,
E:JT7PS1EUN2,16,General Teaching,10,3,Monday,15,,
E:XZOIM14B99-00003-00001,16,No room required,25,8,Monday,9,,
E:VRMZV7GCGS-00010,16,General Teaching,50,1,Tuesday,10,,
E:YO9UQDZUTA_1,16,Gym,80,1,Thursday,14,,
E:YO9UQDZUTA_2,16,Gym,80,1,Thursday,17,,
E:XHBGB11XPW-00004,16,General Teaching,23,2,Tuesday,13,,
E:XZOIM14B99-00001-00001,16,No room required,25,8,Monday,9,,
E:SKJUAFX893-00003,"9, 10",No room required,25,2,Monday,9,,
E:XZOIM14B99-00004-00001,16,No room required,25,8,Monday,9,,
E:VRMZV7GCGS-00009,16,General Teaching,50,1,Wednesday,13,,
E:7T228VUIHY-00001,"9, 10",General Teaching,150,1,Wednesday,14,,
E:BC5K4TET67_4,16,General Teaching,15,4,Thursday,12,,
E:VTL1IAIYGH-00001,"14, 17",No room required,28,1,Monday,9,,
E:XSJJDXKE5O-00004,16,Gym,10,3,Wednesday,13,,
E:CZX7U59UXS,"9, 10",General Teaching,25,1,Wednesday,12,,
E:XIWXQNPQT6-00001,"26, 27",General Teaching,25,1,Wednesday,16,,
E:75HDLONQ3N-00004,16,General Teaching,22,2,Monday,13,,
E:S5T3TRVYKP-00006,"27, 36",General Teaching,30,2,Friday,14,,
E:R8V2XHQSOR-00001,16,General Teaching,10,2,Thursday,15,,
E:XZOIM14B99-00002-00001,16,No room required,25,8,Monday,9,,
E:JNUVPW9K7F-00012,"35, 36",No room required,25,2,Monday,9,,
E:MNORWHDA16-00001,"25, 26",Maths Studio,15,3,Monday,15,,
E:LORSLUDA4I_1,16,Gym,80,1,Monday,9,,
E:XZOIM14B99-00007,16,No room required,25,8,Monday,9,,
E:LUOF63IONQ_2,16,General Teaching,20,2,Tuesday,13,,
E:LORSLUDA4I_2,16,Gym,80,1,Thursday,12,,
E:I8YC37W4A5-00001_1,"28, 29",Gym,100,2,Thursday,9,,
E:KE4E4TS5P9-00002,"6, 10",General Teaching,30,2,Wednesday,11,,
E:BC5K4TET67_5,16,General Teaching,15,4,Monday,9,,
E:B9TROQ6SH6,"26, 27",General Teaching,25,2,Thursday,11,,
E:CCIZ8ZD1WQ,16,General Teaching,50,5,Thursday,10,,
E:OY89FHV8PR,16,No room required,74,3,Monday,9,,
E:69GCGJCWO3,"10, 11",Computer Laboratory,25,2,Monday,14,,
E:KUD2AHUU2X-00002,"6, 10",General Teaching,30,2,Wednesday,11,,
E:C2H2LDE8IE,"5, 6",Laboratory,14,4,Monday,9,,
E:HFRUV84N1S-00001,"25, 26",General Teaching,15,2,Tuesday,10,,
E:WODGZMCOPJ,16,General Teaching,202,1,Thursday,11,,
E:WEEVL5YH2N,16,General Teaching,55,1,Thursday,14,,
E:SLYZTAR319,16,General Teaching,40,2,Friday,9,,
E:89KZDKRDHK,"6, 9",General Teaching,200,3,Monday,15,,
E:38U5WHSDYS,16,Laboratory,30,2,Thursday,10,,
E:C16HU79D3S-00004,"9, 11",General Teaching,30,2,Wednesday,13,,
E:W3O1KDDVRS,"26, 27",General Teaching,15,1,Thursday,13,,
E:8494F9G9JH-00003,"26, 27",General Teaching,28,2,Wednesday,13,,
E:QH5ANLGCZZ,16,General Teaching,120,1,Thursday,10,,
E:78UV6OYVF1,16,Laboratory,15,2,Wednesday,15,,
E:KTL3LHX45Y,16,General Teaching,182,1,Tuesday,17,,
E:FDGNB5KXFX,"26, 27",General Teaching,20,2,Tuesday,15,,
E:VJATVJBQ6Z,"10, 11",General Teaching,25,1,Tuesday,12,,
E:RGCOQAIMHH,16,General Teaching,180,1,Friday,15,,
E:G4E1SZJT39,16,General Teaching,8,2,Friday,11,,
E:I88RD8HP74-00002_1,16,Computer Laboratory,30,3,Monday,9,,
E:NPC2HWJ2WW,16,General Teaching,125,1,Friday,10,,
E:C8292S13S4,"27, 28",Gym,32,1,Thursday,10,,
E:5AB85WSTLF,"26, 27",General Teaching,30,2,Tuesday,10,,
E:TJKGQM3E3L,"26, 27",General Teaching,17,2,Wednesday,13,,
E:JD3W4NDI27,"26, 27",General Teaching,120,1,Friday,16,,
E:XCBXCPPDK3,16,Laboratory,60,2,Monday,13,,
E:OTGAPYP5GM_1,16,Teaching Studio,24,2,Wednesday,10,,
E:2JEZR8ONRE,16,General Teaching,180,1,Thursday,16,,
E:9PM648C6MW,"18, 19",General Teaching,30,2,Friday,16,,
E:JIAAQFBALY,16,General Teaching,202,1,Thursday,11,,
E:FEVPQYYVX1,16,General Teaching,120,1,Wednesday,16,,
E:HIIL3C8HIB,16,General Teaching,180,1,Monday,10,,
E:JNUVPW9K7F-00001,"10, 11",Gym,25,2,Thursday,16,,
E:OV7ITPSX79,16,General Teaching,120,1,Tuesday,15,,
E:91PBUDZ4VE,"26, 27",General Teaching,25,1,Tuesday,12,,
E:7N9MSGMQMB,16,Laboratory,10,2,Friday,15,,
E:R3L1QW3PHC,16,General Teaching,65,1,Thursday,14,,
E:MJ5E5BFA4J,"26, 27",General Teaching,15,1,Friday,13,,
E:ZU6KUWUU27,16,General Teaching,10,1,Wednesday,9,,
E:Y3FV2CC4YK,16,General Teaching,202,1,Thursday,13,,
E:6XPCC2J4O1,16,Training Room,40,2,Tuesday,9,,
E:FSU51BAGXS,16,General Teaching,180,1,Friday,11,,
E:PYXL14CRY4,16,General Teaching,202,1,Thursday,16,,
E:9M1LNFKH54_1,16,Computer Laboratory,40,2,Monday,9,,
E:1DFZFX9C19,16,No room required,20,2,Monday,9,,
E:RLBEJ9ZAE8,16,Laboratory,23,2,Wednesday,11,,
E:WM754Q7ZDW,"9, 10",No room required,50,4,Monday,9,,
E:LV4RQ5YCIP,16,Laboratory,32,2,Monday,9,,
E:2X5HT5HORL,16,Training Room,10,3,Monday,15,,
E:I3QXETKDOF,16,Laboratory,32,2,Wednesday,16,,
E:I88RD8HP74-00002_2,16,Computer Laboratory,30,3,Monday,9,,
E:DXBY9NUPHY,16,No room required,16,2,Monday,9,,
E:BM5HIW4CXJ,16,Laboratory,11,2,Wednesday,12,,
E:KQ6YMDZ48D,16,General Teaching,65,1,Wednesday,10,,
E:QT65UE5OJK,"26, 27",General Teaching,20,2,Wednesday,13,,
E:3YSH2NM9F8,16,General Teaching,180,1,Thursday,17,,
E:SQ34O5G9G5_1,16,Teaching Studio,40,2,Monday,16,,
E:CKCPKAXMTY,"27, 28",General Teaching,23,2,Wednesday,11,,
E:S4MBLLSP5E-00001,"9, 10",General Teaching,9,2,Tuesday,12,,
E:IDXYOUGGSN,16,General Teaching,180,1,Monday,11,,
E:GZX6N5B9A8,16,Laboratory,32,2,Thursday,16,,
E:T3Z46LRQPQ,"9, 10",No room required,25,2,Monday,9,,
E:PFXW62K3JJ-00008,16,General Teaching,30,3,Wednesday,9,,
E:L4ZLQ6NRLT-00001,"12, 18",No room required,30,3,Monday,9,,
E:TVSZIDIE1Q,16,General Teaching,55,1,Thursday,14,,
E:MBH2ADX2I4,16,Laboratory,32,2,Monday,12,,
E:SB8GT89WPY_1,16,Teaching Studio,40,2,Monday,13,,
E:KWJJJ8A3WO,16,General Teaching,180,1,Tuesday,17,,
E:K97M95KMRN,16,Laboratory,23,2,Thursday,15,,
E:JQT142KMVC,16,Laboratory,15,2,Wednesday,12,,
E:EQKGYKM993,"11, 12",General Teaching,20,2,Friday,13,,
E:3JQX86QJSY,"26, 27",General Teaching,15,1,Friday,16,,
E:P8O5FLQP7V,16,Laboratory,30,2,Wednesday,11,,
E:OMTYGWMAIO,"9, 10",General Teaching,25,1,Friday,15,,
E:KLGRWCN35H,16,General Teaching,180,1,Tuesday,15,,
E:455HAY2Z64,16,General Teaching,120,1,Tuesday,11,,
E:BM9JKWECUJ,"29, 30",General Teaching,4,2,Friday,14,,
E:JLOLJE26LQ,16,General Teaching,120,1,Friday,9,,
E:UT6HI285SQ,16,General Teaching,32,2,Friday,13,,
E:IN7NE697BV,16,General Teaching,30,5,Thursday,10,,
E:TNT75GVE1N,"11, 12",General Teaching,20,2,Friday,13,,
E:81INQKQ3TK_1,16,Teaching Studio,48,1,Thursday,14,,
E:WJ9NI5L7I3,16,General Teaching,180,1,Wednesday,11,,
E:3YB6B3NCH1-00019,16,General Teaching,6,6,Tuesday,11,,
E:3Z4MDSNO9Y,16,No room required,10,3,Monday,9,,
E:IFCJTX78DO,"5, 6",General Teaching,10,3,Monday,9,,
E:SHBKXD1PET,"26, 27",General Teaching,20,2,Tuesday,10,,
E:MIM521TI9H_1,16,General Teaching,10,1,Tuesday,15,,
E:56QQNKPQ73,"10, 11",General Teaching,25,2,Thursday,11,,
E:QBB3LQZ3KJ,"10, 13",General Teaching,25,2,Monday,10,,
E:C6AP7RGKY2,16,Training Room,10,3,Monday,11,,
E:6B41FQWQA5,16,No room required,120,1,Monday,9,,
E:9DZMRUEZ8I,16,General Teaching,10,1,Wednesday,12,,
E:3VAHJQ74H1,"10, 11",General Teaching,15,1,Wednesday,9,,
E:MX8X63818X,"29, 30",General Teaching,22,2,Monday,10,,
E:UXK3YLFXGR,16,General Teaching,65,1,Monday,15,,
E:AVG2178SOU,16,General Teaching,10,1,Thursday,10,,
E:VAVL6SUFMZ,16,General Teaching,40,2,Monday,16,,
E:7XUARQPIEV,"33, 34",General Teaching,23,3,Wednesday,12,,
E:1AM4IFO7K7,"26, 27",General Teaching,40,1,Monday,14,,
E:HTTU31MOBB,16,Laboratory,30,1,Tuesday,11,,
E:WHY3G8AMD6,16,General Teaching,10,1,Tuesday,17,,
E:874MR6DD39,16,No room required,90,1,Monday,9,,
E:DKA2OJVIRO,"26, 27",General Teaching,110,1,Tuesday,12,,
E:WVTC1JMPSX,"25, 26",General Teaching,30,2,Thursday,12,,
E:TV62S8235W,"27, 28",General Teaching,20,2,Tuesday,10,,
E:5CJCV4OPC8,16,Laboratory,60,2,Thursday,11,,
E:QBQQM5Q979,16,General Teaching,65,1,Monday,16,,
E:KRFSMX67EI,16,General Teaching,125,1,Tuesday,13,,
E:VC2FMBXL8X,16,General Teaching,125,1,Wednesday,17,,
E:ILB8DBEZ6T,16,General Teaching,202,1,Friday,14,,
E:MGHYYYIJPL,16,Laboratory,30,1,Monday,12,,
E:2M6JRT2NTH,16,Laboratory,60,2,Monday,12,,
E:3BXWL7Q36P_1,16,Teaching Studio,48,1,Monday,17,,
E:1N6LW96XEN,16,Laboratory,16,3,Monday,14,,
E:V2EU2QD4S6,16,General Teaching,32,2,Wednesday,11,,
E:FQLC7C6ZMU,16,General Teaching,202,1,Friday,14,,
E:LVTBPU2TK1,16,Laboratory,60,2,Friday,14,,
E:IV44PJ7X3O_1,16,Teaching Studio,20,1,Tuesday,14,,
E:HO3WX3OCKN,16,No room required,10,3,Monday,9,,
E:667MZL228Q,"26, 27",General Teaching,15,1,Monday,11,,
E:OTGAPYP5GM_2,16,Teaching Studio,24,2,Tuesday,13,,
E:2KX6HZAXTD,"10, 11",General Teaching,25,2,Friday,16,,
E:63L5URNO4E-00002,"5, 7",General Teaching,21,3,Monday,9,,
E:O6YBKVMKBI,16,General Teaching,202,1,Friday,12,,
E:9M1LNFKH54_2,16,Computer Laboratory,40,2,Monday,9,,
E:NOBUX491AY,"26, 27",General Teaching,30,2,Thursday,11,,
E:R462N7G7A5,16,General Teaching,120,1,Monday,9,,
E:HR76Y9MB2R,16,Laboratory,32,2,Friday,11,,
E:7NUMD6KRCN,16,Laboratory,40,2,Monday,12,,
E:ZKLDBY4OPO-00001,"26, 27",General Teaching,25,1,Tuesday,10,,
E:R4K7DGYYH6,16,Laboratory,80,1,Tuesday,15,,
E:2RINJ7KFV8-00003,"27, 30",General Teaching,90,1,Tuesday,14,,
E:CJADNNCES7,16,Laboratory,40,2,Wednesday,15,,
E:EPSQUI2VDE-00004,16,General Teaching,30,3,Tuesday,11,,
E:E4X4EDCRG7,16,General Teaching,65,1,Monday,12,,
E:TFQ328Q56C,"9, 10",General Teaching,40,2,Monday,16,,
E:47UE7ZLVQ4,"11, 12",General Teaching,20,2,Friday,13,,
E:81INQKQ3TK_2,16,Teaching Studio,48,1,Wednesday,10,,
E:1ZJA99IP6U,"14, 16",General Teaching,40,2,Thursday,12,,
E:B5SCHW8BEF,16,General Teaching,202,1,Monday,9,,
E:P7D575YOQS,16,General Teaching,120,1,Monday,15,,
E:32EXGJ2WAN,16,General Teaching,20,2,Monday,11,,
E:H8KLVO558A,"29, 30",No room required,25,1,Monday,9,,
E:DPYD17V13W,16,General Teaching,10,1,Wednesday,16,,
E:1ESQXQK5O7,"26, 27",General Teaching,21,1,Tuesday,9,,
E:GUGUMRVFRZ,"26, 27",General Teaching,21,1,Tuesday,9,,
E:OA4ART4XTM,"17, 18",General Teaching,25,2,Tuesday,11,,
E:SMPQQGK8CE-00001,"25, 26",Drama Room,21,4,Wednesday,9,,
E:D8RJCR8OBF,16,General Teaching,125,1,Tuesday,10,,
E:WAUR8J44F8,16,General Teaching,120,1,Monday,12,,
E:US9RAOVJ4B,16,Laboratory,15,2,Wednesday,10,,
E:328X4AZEM8,16,No room required,10,3,Monday,9,,
E:5TQ452EM47-00001,"27, 28",General Teaching,50,1,Wednesday,16,,
E:N886JEZX5P,16,Laboratory,30,2,Tuesday,12,,
E:XYLUDM8BN9_1,37,General Teaching,90,8,Monday,10,,
E:KOPUSXNC6F,"26, 27",General Teaching,25,2,Thursday,11,,
E:XUNFD57M4F,"26, 27",General Teaching,20,2,Tuesday,10,,
E:S9UTJ9ZQZN-00002,"35, 36",No room required,28,2,Monday,9,,
E:V3YFXLQBDK,16,Laboratory,65,2,Tuesday,12,,
E:5IX8L92GZV,16,General Teaching,202,1,Wednesday,14,,
E:TCCBV6H6E6,16,General Teaching,125,1,Monday,10,,
E:WM53NEYHBM,16,General Teaching,180,1,Friday,10,,
E:28GM1JAICP-00002,"5, 6",Music Studio,16,6,Tuesday,11,,
E:AOLS3XXM9P,16,Laboratory,32,2,Friday,16,,
E:VUZ6JQ7M9N,"5, 6",General Teaching,30,2,Monday,9,,
E:WEDOWMS3V8-00004,"5, 6",General Teaching,30,2,Monday,9,,
E:6RFXUOPA8T,16,General Teaching,125,1,Friday,11,,
E:L95YH4FN3I-00019,"30, 32",No room required,10,1,Monday,9,,
E:9NMJPSBJ42,16,General Teaching,10,1,Monday,17,,
E:Q8G9X778GU,"9, 11",General Teaching,15,7,Monday,9,,
E:PXSJVMSOOC_1,16,Teaching Studio,24,2,Wednesday,13,,
E:X6Y1HKG1UQ,16,General Teaching,180,1,Wednesday,14,,
E:SMYPOJ3TWP,16,General Teaching,20,2,Wednesday,14,,
E:8OYV71ORE3_1,16,Teaching Studio,30,2,Wednesday,10,,
E:6YG7WQC5VK,16,General Teaching,65,1,Wednesday,17,,
E:XY3SBELAAL,"9, 10",General Teaching,20,3,Monday,11,,
E:J8M68N9ERN,"9, 10",General Teaching,25,1,Wednesday,11,,
E:IKXHUIXCQV,"27, 28",General Teaching,22,2,Thursday,13,,
E:J5NRIOFG6B,"9, 10",General Teaching,55,2,Wednesday,10,,
E:9NTZRPQ198,"9, 10",General Teaching,25,1,Wednesday,11,,
E:CKOR1ZCUOG,16,No room required,10,3,Monday,9,,
E:TMQR8TZZIC,16,General Teaching,202,1,Friday,12,,
E:MIM521TI9H_2,16,General Teaching,10,1,Tuesday,14,,
E:ZTK7CAWR1J-00001,"10, 11",No room required,16,2,Monday,9,,
E:3YB6B3NCH1-00016,16,General Teaching,6,6,Thursday,12,,
E:SB8GT89WPY_2,16,Teaching Studio,40,2,Thursday,10,,
E:RYMLXG7AA9,16,General Teaching,125,1,Wednesday,15,,
E:YQHWFU8NFS,"26, 27",General Teaching,20,2,Wednesday,13,,
E:1FEOJI88MI,16,General Teaching,180,1,Thursday,11,,
E:P6PT8X44OK,16,Laboratory,15,2,Monday,16,,
E:M6X877PCMD,16,No room required,20,2,Monday,9,,
E:FDOZD4Z4BH-00001,"26, 27",General Teaching,65,1,Friday,17,,
E:IV44PJ7X3O_2,16,Teaching Studio,20,1,Tuesday,10,,
E:I8UA2FZ3NM,"26, 27",General Teaching,20,1,Friday,17,,
E:ID3GKXGIWP,16,General Teaching,202,1,Thursday,16,,
E:MH3CN8WHWT,16,Laboratory,60,2,Tuesday,15,,
E:FDOZD4Z4BH-00002,"26, 27",General Teaching,65,1,Monday,12,,
E:R2HXIQE5T4,16,Training Room,40,2,Monday,9,,
E:PFXW62K3JJ-00009,16,General Teaching,30,4,Monday,13,,
E:8OYV71ORE3_2,16,Teaching Studio,30,2,Thursday,9,,
E:KN2WE4TOJ9,16,General Teaching,65,1,Tuesday,10,,
E:3P569XGKBW,"10, 12",No room required,27,1,Monday,9,,
E:3YB6B3NCH1-00015,16,General Teaching,6,6,Monday,12,,
E:7I91HJXPXJ,16,General Teaching,180,1,Friday,17,,
E:3W1RLLXXGB,16,No room required,0,3,Monday,9,,
E:4VPLCRORIS-00001,"25, 26",Art Studio,24,8,Thursday,10,,
E:278KVDT9AR,16,General Teaching,120,1,Friday,10,,
E:SKJUAFX893-00015,"26, 27",No room required,25,2,Monday,9,,
E:PXSJVMSOOC_2,16,Teaching Studio,24,2,Monday,14,,
E:91J473O6O7,16,General Teaching,180,1,Monday,11,,
E:EJ1S9TZHC9,"26, 27",General Teaching,15,1,Monday,14,,
E:BM6RPVG45N-00002,"32, 34",General Teaching,25,2,Monday,10,,
E:R6QBUEWGDE,"5, 9",Gym,16,3,Wednesday,15,,
E:MLIJMHK2HR-00005,"29, 30",General Teaching,240,1,Wednesday,16,,
E:SQ34O5G9G5_2,16,Teaching Studio,40,2,Thursday,9,,
E:Z43SU948CH,16,General Teaching,180,1,Wednesday,12,,
E:S79JRDL7X1,"26, 27",General Teaching,25,2,Wednesday,13,,
E:263PDNTCMW,"10, 11",General Teaching,25,2,Wednesday,9,,
E:QOFWNAUKTD,16,General Teaching,30,2,Tuesday,12,,
E:B87PPQEOKG-00002,"29, 30",No room required,23,2,Monday,9,,
E:RBKONQK1YN,16,Laboratory,40,2,Thursday,9,,
E:CNWD34923J,"11, 12",General Teaching,25,2,Friday,13,,
E:4WUE2CA7PM,16,No room required,10,3,Monday,9,,
E:NGIJRDEI9K,16,Laboratory,15,2,Tuesday,11,,
E:3BXWL7Q36P_2,16,Teaching Studio,48,1,Monday,9,,
E:UXX698IPTI,16,General Teaching,10,1,Wednesday,14,,
E:4WHD84YEND,16,Laboratory,30,2,Friday,10,,
E:Z52L6LUEEZ,"26, 27",General Teaching,20,2,Wednesday,13,,
E:BPHIF1J1TO,16,General Teaching,90,2,Wednesday,11,,
E:HH1K7871QC,16,Laboratory,32,2,Friday,12,,
E:NK3DW1ZT5V,"26, 27",General Teaching,20,2,Wednesday,13,,
E:87HGIZKQNZ,16,Laboratory,30,2,Friday,13,,
E:XY3FBSLPRN,"14, 15",General Teaching,25,1,Tuesday,16,,
E:4TOUDINKB4,16,Laboratory,32,2,Monday,16,,
E:7L3G5D57H4,"9, 10",General Teaching,60,2,Tuesday,14,,
E:D13HZYH18O,16,No room required,4,2,Monday,9,,
E:BNL54UX29Q,"33, 34",General Teaching,15,2,Thursday,9,,
E:3YB6B3NCH1-00017,16,General Teaching,6,6,Friday,9,,
E:TJM3V33W3E,"9, 10",General Teaching,37,2,Monday,12,,
E:YA7UCWRRY8,16,General Teaching,20,2,Thursday,15,,
E:OUC5B3CWED,16,Laboratory,40,2,Thursday,9,,
E:T7RUA5R77I,16,General Teaching,46,2,Wednesday,13,,
E:51SH2ASSBV,16,General Teaching,125,2,Monday,13,,
E:L95YH4FN3I-00011,"30, 32",No room required,10,1,Monday,9,,
E:MG2SXIYQPN,16,General Teaching,120,1,Thursday,16,,
E:KG5CB1U7ZK,16,General Teaching,49,2,Friday,9,,
E:5GF35J6HYE,"9, 10",General Teaching,25,2,Monday,16,,
E:7XLBGR2EKA,16,General Teaching,30,2,Monday,9,,
E:UJDD2BEQ7H,"10, 11",General Teaching,25,2,Wednesday,11,,
E:YHZZZBJTNP,16,Laboratory,30,2,Thursday,10,,
E:OIUA8MTBQG,16,General Teaching,120,1,Monday,15,,
E:3YB6B3NCH1-00018,16,General Teaching,6,6,Tuesday,11,,
E:31KKQH983Z,16,General Teaching,202,1,Thursday,13,,
E:NGSMYALDRQ,"10, 13",General Teaching,30,2,Monday,10,,
E:8XODOP9LZU,16,General Teaching,202,1,Thursday,17,,
E:1U6ERBSNP8,16,General Teaching,10,1,Tuesday,13,,
E:DYK1OYKRC6,16,General Teaching,180,1,Monday,16,,
E:GYD3OFHE7W,"9, 10",General Teaching,25,2,Wednesday,9,,
E:YW27ZERG2B,16,Laboratory,60,2,Wednesday,10,,
E:AH82TH3J2I,"9, 10",General Teaching,20,1,Thursday,11,,
E:Z16EDGUO9P-00008,16,General Teaching,30,4,Wednesday,12,,
E:ERGXEZ1MD4,16,General Teaching,183,1,Monday,17,,
E:Z7KZY9GIRL,16,Laboratory,32,2,Tuesday,10,,
E:58NCSUP3XY,16,Laboratory,120,7,Wednesday,10,,
E:IX379Q42LH-00001,16,Laboratory,15,3,Tuesday,14,,
E:9MZA48S9M4,"6, 9",Laboratory,25,3,Monday,14,,
E:XYLUDM8BN9_2,37,General Teaching,90,8,Monday,10,,
E:G16T2Y9JII,16,General Teaching,30,3,Thursday,13,,
E:EUNMK7PMDJ,"29, 34",General Teaching,20,2,Monday,12,,
E:Q3TWAMXLTW,16,Teaching Studio,24,1,Friday,12,,
E:DOQ3WORRLL,16,Computer Laboratory,10,3,Monday,9,,
E:8USJ3JE9N6,16,General Teaching,18,3,Monday,10,,
E:OZPF91I86S,"29, 30",No room required,27,1,Monday,9,,
E:42CKRXDPAO,"9, 10",General Teaching,15,3,Wednesday,11,,
E:QFUKWGPN44,"11, 12",General Teaching,20,2,Friday,13,,
